Data,AirT,WindS,WindDir,RelHum,SWglobal,Iprec
01-01-2006 1:00,7.4,7.8,325,81,0.5,1.2
01-01-2006 2:00,7.5,8.1,324,77,-1.2,0.8
01-01-2006 3:00,7.2,6.8,325,78,-0.8,0.2
01-01-2006 4:00,6.7,6.2,319,81,-0.7,0
01-01-2006 5:00,7.0,7.1,320,74,0.4,0
01-01-2006 6:00,6.6,6.4,329,76,-0.6,0
01-01-2006 7:00,6.8,7.6,332,74,0.5,0
01-01-2006 8:00,6.5,6.7,337,75,-0.5,0
01-01-2006 9:00,7.0,6.8,335,73,-2.1,0
01-01-2006 10:00,7.2,5.9,338,73,-0.1,0
01-01-2006 11:00,7.4,5.5,339,75,21.1,0
01-01-2006 12:00,7.7,4.5,347,73,66.2,0
01-01-2006 13:00,7.9,5.8,346,75,79.2,0
01-01-2006 14:00,8.5,6.5,343,71,86.8,0
01-01-2006 15:00,8.1,5.6,343,79,32.9,0
01-01-2006 16:00,8.9,5.1,334,71,60.4,0
01-01-2006 17:00,8.8,5.1,317,72,39.0,0
01-01-2006 18:00,8.3,3.1,298,80,-3.4,0
01-01-2006 19:00,8.4,1.8,292,77,-7.5,0
01-01-2006 20:00,8.8,3.6,312,77,-6.4,0
01-01-2006 21:00,8.5,1.2,308,80,-8.8,0
01-01-2006 22:00,8.3,2.6,337,88,-5.5,0
01-01-2006 23:00,8.3,3.2,331,90,-7.0,0
02-01-2006 0:00,8.0,1.0,286,92,-9.4,0.2
02-01-2006 1:00,8.0,0.2,308,92,-8.4,0
02-01-2006 2:00,8.0,2.6,281,88,-7.2,0
02-01-2006 3:00,8.0,3.2,246,91,-6.3,0
02-01-2006 4:00,7.8,4.1,243,92,-6.6,0.6
02-01-2006 5:00,7.7,3.9,227,92,-7.8,0
02-01-2006 6:00,7.8,3.2,232,92,-6.5,0
02-01-2006 7:00,8.1,2.3,274,93,-6.3,0
02-01-2006 8:00,8.1,3.0,270,93,-5.7,0.2
02-01-2006 9:00,8.1,1.0,266,94,-8.4,0
02-01-2006 10:00,8.4,2.8,242,94,-1.8,0
02-01-2006 11:00,8.9,3.0,250,93,15.7,0
02-01-2006 12:00,8.5,3.1,229,95,46.3,0
02-01-2006 13:00,9.4,5.0,217,94,89.2,0
02-01-2006 14:00,9.8,4.7,210,93,89.7,0
02-01-2006 15:00,10.3,7.5,227,94,127.7,0
02-01-2006 16:00,10.1,6.5,231,95,69.9,0
02-01-2006 17:00,10.1,5.9,221,96,24.0,0
02-01-2006 18:00,10.6,3.6,208,96,-1.4,0
02-01-2006 19:00,10.9,5.4,226,96,-1.3,0
02-01-2006 20:00,10.9,5.9,224,95,-1.3,0
02-01-2006 21:00,10.9,6.9,222,96,-1.4,0
02-01-2006 22:00,10.9,7.5,230,96,-1.4,0
02-01-2006 23:00,10.9,7.5,225,95,-1.4,0
03-01-2006 0:00,10.8,6.0,229,96,-1.4,0
03-01-2006 1:00,10.9,5.6,221,96,-1.7,0
03-01-2006 2:00,11.0,3.9,230,96,-1.9,0
03-01-2006 3:00,11.3,4.1,249,96,-2.3,0
03-01-2006 4:00,11.0,0.3,247,95,-6.8,0
03-01-2006 5:00,9.8,0.9,213,93,-6.1,0.2
03-01-2006 6:00,10.0,3.3,357,87,-4.8,0.2
03-01-2006 7:00,9.6,2.4,5,85,-7.2,0.2
03-01-2006 8:00,9.5,0.3,311,87,-11.5,0.2
03-01-2006 9:00,8.3,0.3,331,86,-15.2,0.2
03-01-2006 10:00,6.2,1.1,317,90,-9.8,0
03-01-2006 11:00,5.4,0.8,315,89,41.8,0
03-01-2006 12:00,7.9,0.1,341,91,136.4,0
03-01-2006 13:00,10.5,0.2,333,82,183.4,0
03-01-2006 14:00,11.1,0.5,309,75,213.9,0
03-01-2006 15:00,11.5,0.8,357,70,243.0,0
03-01-2006 16:00,10.7,1.1,53,72,164.6,0
03-01-2006 17:00,9.4,1.2,9,80,46.9,0
03-01-2006 18:00,8.1,1.6,39,85,-7.0,0
03-01-2006 19:00,6.2,1.7,344,90,-10.2,0
03-01-2006 20:00,6.6,1.0,305,88,-13.4,0
03-01-2006 21:00,5.7,1.4,336,89,-11.9,0
03-01-2006 22:00,7.6,0.4,118,88,-10.8,0
03-01-2006 23:00,8.5,1.7,304,85,-9.7,0
04-01-2006 0:00,8.8,1.3,3,85,-9.6,0
04-01-2006 1:00,9.2,1.8,234,86,-9.2,0.2
04-01-2006 2:00,9.3,3.4,236,85,-6.0,0
04-01-2006 3:00,9.5,2.6,233,87,-6.9,0
04-01-2006 4:00,9.5,1.3,235,89,-8.9,0
04-01-2006 5:00,9.6,1.6,205,89,-9.1,0
04-01-2006 6:00,9.8,0.8,117,89,-10.5,0
04-01-2006 7:00,10.3,2.1,114,90,-7.9,0
04-01-2006 8:00,10.1,2.2,177,89,-8.0,0.2
04-01-2006 9:00,9.9,1.5,181,92,-8.7,0
04-01-2006 10:00,10.0,0.7,181,91,-7.3,0
04-01-2006 11:00,9.5,1.3,172,91,21.5,0
04-01-2006 12:00,10.1,1.1,143,89,51.5,0.2
04-01-2006 13:00,10.2,3.2,162,88,79.9,0
04-01-2006 14:00,9.2,3.6,162,92,67.0,0
04-01-2006 15:00,9.6,2.4,162,90,99.1,0
04-01-2006 16:00,9.5,2.9,170,89,40.2,0
04-01-2006 17:00,8.9,3.1,175,91,4.8,0
04-01-2006 18:00,8.4,3.2,154,93,-5.0,0
04-01-2006 19:00,8.3,5.6,153,91,-4.5,0
04-01-2006 20:00,8.1,3.9,140,90,-5.9,0
04-01-2006 21:00,7.9,2.5,137,92,-5.7,0
04-01-2006 22:00,7.9,4.3,150,91,-6.0,0.2
04-01-2006 23:00,7.8,3.5,139,92,-4.5,0
05-01-2006 0:00,8.0,3.6,141,91,-3.5,0
05-01-2006 1:00,8.0,5.2,146,90,-2.6,0
05-01-2006 2:00,7.5,5.2,144,91,-2.5,0
05-01-2006 3:00,7.4,7.5,143,92,-2.4,0
05-01-2006 4:00,7.2,7.7,142,92,-2.9,0
05-01-2006 5:00,6.7,7.7,147,92,-2.7,0
05-01-2006 6:00,7.0,2.7,153,92,-3.3,0
05-01-2006 7:00,7.0,7.9,137,91,-2.3,0
05-01-2006 8:00,6.9,8.4,157,90,-1.0,0
05-01-2006 9:00,6.6,6.2,143,90,-2.3,0
05-01-2006 10:00,6.5,6.5,158,89,0.1,0
05-01-2006 11:00,6.7,7.4,150,87,7.0,0.2
05-01-2006 12:00,6.5,7.4,152,88,9.9,0.4
05-01-2006 13:00,6.6,6.6,145,86,20.5,0
05-01-2006 14:00,6.7,7.6,146,86,30.8,0.2
05-01-2006 15:00,7.1,6.4,150,85,18.1,0.4
05-01-2006 16:00,7.2,3.7,153,86,10.3,0.2
05-01-2006 17:00,7.0,4.3,151,87,6.1,0.6
05-01-2006 18:00,6.7,3.0,143,87,-3.2,1.2
05-01-2006 19:00,6.4,2.4,140,87,-3.6,1
05-01-2006 20:00,5.9,0.8,132,91,-6.5,0.8
05-01-2006 21:00,5.0,1.5,129,93,-6.9,1.2
05-01-2006 22:00,4.4,3.5,129,91,-3.8,1
05-01-2006 23:00,4.2,2.4,115,90,-7.8,0.4
06-01-2006 0:00,4.2,0.5,87,90,-11.5,0.4
06-01-2006 1:00,4.0,1.1,79,91,-11.2,0.2
06-01-2006 2:00,4.2,1.6,130,92,-9.6,0.2
06-01-2006 3:00,5.0,3.4,152,87,-5.1,0.2
06-01-2006 4:00,4.8,3.6,154,90,-3.8,0
06-01-2006 5:00,4.9,5.0,111,90,-2.6,0
06-01-2006 6:00,5.0,3.0,102,90,-4.6,0
06-01-2006 7:00,4.7,3.8,68,90,-5.1,0
06-01-2006 8:00,4.5,1.7,82,90,-8.4,0
06-01-2006 9:00,4.2,0.1,21,89,-10.6,0
06-01-2006 10:00,4.4,0.8,54,88,-9.0,0
06-01-2006 11:00,4.3,0.9,34,91,5.3,0
06-01-2006 12:00,4.7,0.4,18,92,24.2,0
06-01-2006 13:00,5.1,0.4,24,91,49.8,0
06-01-2006 14:00,5.4,0.7,93,91,37.3,0
06-01-2006 15:00,5.6,0.4,102,91,39.6,0
06-01-2006 16:00,5.6,0.2,107,90,4.1,0
06-01-2006 17:00,5.6,0.3,113,90,4.6,0
06-01-2006 18:00,5.4,0.3,76,92,-14.5,0
06-01-2006 19:00,4.6,0.5,70,93,-13.2,0
06-01-2006 20:00,4.7,0.2,37,92,-13.4,0
06-01-2006 21:00,4.3,0.4,40,93,-15.4,0.2
06-01-2006 22:00,3.6,0.7,112,92,-13.8,0
06-01-2006 23:00,3.9,0.7,155,91,-13.6,0
07-01-2006 0:00,3.8,0.5,274,89,-12.9,0
07-01-2006 1:00,3.3,1.2,341,89,-11.8,0
07-01-2006 2:00,3.5,0.5,26,89,-10.9,0
07-01-2006 3:00,3.6,0.3,23,89,-11.8,0
07-01-2006 4:00,3.8,0.6,242,89,-12.8,0
07-01-2006 5:00,3.8,0.7,95,89,-11.8,0
07-01-2006 6:00,4.1,0.2,329,87,-12.2,0
07-01-2006 7:00,4.0,0.3,311,86,-12.3,0
07-01-2006 8:00,3.9,0.2,250,85,-12.3,0
07-01-2006 9:00,4.3,3.1,27,84,-7.3,0
07-01-2006 10:00,4.3,2.9,102,83,-1.5,0
07-01-2006 11:00,4.4,2.6,120,82,46.0,0
07-01-2006 12:00,5.2,3.8,112,80,93.0,0
07-01-2006 13:00,5.4,4.8,101,78,131.3,0
07-01-2006 14:00,5.4,4.9,119,79,61.2,0
07-01-2006 15:00,5.7,4.4,135,78,62.4,0
07-01-2006 16:00,5.7,4.1,154,80,80.0,0
07-01-2006 17:00,5.4,4.2,116,82,29.9,0
07-01-2006 18:00,5.2,3.9,99,81,-1.7,0
07-01-2006 19:00,5.1,4.5,114,80,-5.6,0
07-01-2006 20:00,5.0,3.4,71,79,-7.3,0
07-01-2006 21:00,4.9,2.9,50,78,-7.0,0
07-01-2006 22:00,5.1,3.1,54,74,-6.6,0
07-01-2006 23:00,4.8,2.7,56,74,-7.8,0
08-01-2006 0:00,4.3,2.4,116,75,-7.7,0
08-01-2006 1:00,4.4,2.2,36,74,-8.2,0
08-01-2006 2:00,4.6,2.0,40,71,-8.9,0
08-01-2006 3:00,4.4,1.9,38,75,-9.2,0
08-01-2006 4:00,3.8,1.1,36,79,-10.4,0
08-01-2006 5:00,4.1,0.4,45,79,-10.4,0
08-01-2006 6:00,5.2,3.0,59,74,-7.3,0
08-01-2006 7:00,5.4,3.4,46,73,-6.8,0
08-01-2006 8:00,3.5,0.6,53,80,-13.7,0
08-01-2006 9:00,1.8,0.8,119,84,-13.8,0
08-01-2006 10:00,1.2,1.5,49,88,-2.2,0
08-01-2006 11:00,1.8,0.8,48,88,32.6,0
08-01-2006 12:00,2.4,0.9,87,88,49.7,0
08-01-2006 13:00,5.4,0.4,92,82,232.8,0
08-01-2006 14:00,7.4,0.9,80,67,210.9,0
08-01-2006 15:00,7.8,2.4,106,66,214.4,0
08-01-2006 16:00,7.4,3.0,111,71,156.6,0
08-01-2006 17:00,6.2,2.9,106,78,44.3,0
08-01-2006 18:00,5.1,0.1,27,81,-7.0,0
08-01-2006 19:00,4.6,1.8,43,84,-10.7,0
08-01-2006 20:00,3.4,0.9,18,85,-12.3,0
08-01-2006 21:00,3.2,0.7,29,88,-13.3,0
08-01-2006 22:00,3.2,0.4,79,88,-13.4,0
08-01-2006 23:00,3.5,1.0,63,88,-13.1,0
09-01-2006 0:00,4.9,2.8,118,82,-8.5,0
09-01-2006 1:00,4.3,2.8,125,82,-8.6,0
09-01-2006 2:00,4.4,3.1,233,82,-8.1,0
09-01-2006 3:00,4.9,3.3,216,79,-8.1,0
09-01-2006 4:00,5.7,4.7,262,77,-6.6,0
09-01-2006 5:00,5.5,3.4,201,80,-7.1,0
09-01-2006 6:00,6.1,5.4,191,79,-5.4,0
09-01-2006 7:00,6.2,4.5,227,81,-5.0,0
09-01-2006 8:00,6.6,5.6,241,81,-4.5,0
09-01-2006 9:00,6.5,6.8,233,85,-3.9,0
09-01-2006 10:00,6.6,9.0,238,89,1.8,0
09-01-2006 11:00,7.1,9.6,218,90,18.8,0
09-01-2006 12:00,7.8,10.4,211,90,71.0,0
09-01-2006 13:00,8.4,10.1,199,90,94.3,0
09-01-2006 14:00,9.0,8.1,200,92,22.2,0
09-01-2006 15:00,10.2,8.4,203,86,28.2,0.2
09-01-2006 16:00,10.4,7.6,205,87,22.4,0
09-01-2006 17:00,9.9,6.2,206,90,7.5,0.8
09-01-2006 18:00,9.4,6.8,203,89,0.6,1
09-01-2006 19:00,9.6,5.4,207,93,-1.8,0.4
09-01-2006 20:00,9.9,6.0,208,89,-1.7,0.4
09-01-2006 21:00,9.7,4.6,212,93,-2.0,0.2
09-01-2006 22:00,9.9,5.3,218,94,-2.1,0
09-01-2006 23:00,10.1,6.0,208,94,-1.5,0.2
10-01-2006 0:00,10.2,6.4,217,95,-1.4,0
10-01-2006 1:00,10.3,4.9,221,95,-2.0,0
10-01-2006 2:00,11.0,5.3,226,94,-1.7,0.2
10-01-2006 3:00,11.1,4.0,222,93,-2.4,0.2
10-01-2006 4:00,10.9,3.5,217,95,-2.4,0.8
10-01-2006 5:00,11.2,4.6,213,94,-1.8,1
10-01-2006 6:00,11.6,6.0,215,94,-1.3,1.2
10-01-2006 7:00,11.4,7.3,218,96,-1.3,0.4
10-01-2006 8:00,11.6,9.0,224,96,-0.9,0.2
10-01-2006 9:00,11.5,9.8,220,97,-0.9,0.2
10-01-2006 10:00,11.4,10.0,220,96,-0.5,0
10-01-2006 11:00,11.4,9.5,222,96,7.8,0
10-01-2006 12:00,12.0,11.4,226,90,35.1,0
10-01-2006 13:00,12.3,11.3,225,87,46.8,0
10-01-2006 14:00,11.9,14.3,223,90,56.5,0
10-01-2006 15:00,11.7,14.0,223,89,61.2,0.2
10-01-2006 16:00,11.8,14.4,223,87,28.0,0
10-01-2006 17:00,11.7,11.6,226,86,17.7,0
10-01-2006 18:00,11.7,11.9,229,87,0.7,0.6
10-01-2006 19:00,11.5,12.0,226,90,-0.4,0.4
10-01-2006 20:00,11.3,12.0,225,91,-0.8,0.4
10-01-2006 21:00,8.8,5.4,226,92,-2.0,0.4
10-01-2006 22:00,8.7,5.8,228,91,-1.8,2.2
10-01-2006 23:00,9.5,7.1,261,91,-2.0,0.6
11-01-2006 0:00,9.4,6.4,235,88,-3.2,0.2
11-01-2006 1:00,8.7,9.4,241,83,-2.1,0
11-01-2006 2:00,8.0,8.3,256,81,-1.8,0
11-01-2006 3:00,7.4,6.6,278,75,-4.0,0
11-01-2006 4:00,6.7,7.3,284,76,-3.1,0
11-01-2006 5:00,6.3,7.5,279,73,-5.1,0.2
11-01-2006 6:00,6.4,7.5,258,69,-4.7,0
11-01-2006 7:00,6.4,6.4,260,72,-4.6,0
11-01-2006 8:00,6.2,5.1,225,74,-2.8,0
11-01-2006 9:00,6.0,4.5,266,71,-3.1,0
11-01-2006 10:00,5.2,2.9,282,80,-3.3,0
11-01-2006 11:00,5.4,4.2,254,80,39.7,0
11-01-2006 12:00,5.6,1.2,202,82,73.9,0
11-01-2006 13:00,6.9,1.8,244,76,142.7,0
11-01-2006 14:00,8.4,4.1,243,73,253.2,0
11-01-2006 15:00,8.6,4.4,241,70,224.4,0
11-01-2006 16:00,8.3,5.3,240,73,129.2,0
11-01-2006 17:00,8.0,5.1,222,75,70.1,0
11-01-2006 18:00,7.8,5.7,202,72,0.0,0
11-01-2006 19:00,7.9,7.0,197,69,-5.0,0
11-01-2006 20:00,8.0,6.5,218,68,-4.2,0
11-01-2006 21:00,8.1,6.4,204,65,-4.6,0
11-01-2006 22:00,8.1,7.1,201,66,-4.4,0
11-01-2006 23:00,8.2,8.2,201,66,-3.8,0
12-01-2006 0:00,8.3,9.7,194,66,-3.4,0
12-01-2006 1:00,8.4,8.9,198,68,-3.5,0
12-01-2006 2:00,8.5,8.5,204,71,-3.7,0
12-01-2006 3:00,8.7,7.3,200,72,-3.9,0
12-01-2006 4:00,8.4,7.4,186,83,-2.1,0
12-01-2006 5:00,9.0,9.9,187,90,-1.0,0
12-01-2006 6:00,10.0,10.2,180,92,-1.0,0.6
12-01-2006 7:00,11.2,10.1,190,89,-1.0,1
12-01-2006 8:00,11.4,10.6,198,88,-0.6,1.2
12-01-2006 9:00,11.1,10.8,202,88,-1.9,0.2
12-01-2006 10:00,10.9,11.4,198,89,0.2,0
12-01-2006 11:00,10.8,11.1,202,88,11.3,0
12-01-2006 12:00,10.8,10.8,201,85,21.7,0
12-01-2006 13:00,10.7,12.0,197,89,12.7,0.2
12-01-2006 14:00,11.3,10.9,201,87,24.9,0
12-01-2006 15:00,11.5,11.0,209,85,18.0,0.2
12-01-2006 16:00,10.8,7.8,203,88,14.5,0.2
12-01-2006 17:00,9.0,6.1,203,90,19.5,0
12-01-2006 18:00,8.9,4.5,201,90,-1.0,0.8
12-01-2006 19:00,9.4,3.5,199,87,-2.4,2.2
12-01-2006 20:00,9.8,5.2,195,91,-1.9,1.8
12-01-2006 21:00,10.4,8.0,197,91,-1.3,1.4
12-01-2006 22:00,10.8,10.3,195,90,-1.4,1.8
12-01-2006 23:00,10.7,9.8,199,91,-1.1,0.6
13-01-2006 0:00,10.7,10.7,198,89,-1.3,1
13-01-2006 1:00,10.8,9.6,196,89,-1.1,2
13-01-2006 2:00,10.2,11.0,196,88,-1.0,1.4
13-01-2006 3:00,10.7,11.6,192,89,-0.3,0.2
13-01-2006 4:00,10.8,9.8,183,89,-1.3,3
13-01-2006 5:00,10.8,7.8,187,85,-0.3,3.6
13-01-2006 6:00,10.7,7.4,195,78,-3.6,2.6
13-01-2006 7:00,10.6,7.6,211,80,-3.8,0
13-01-2006 8:00,10.5,8.0,209,83,-1.7,0
13-01-2006 9:00,10.6,9.7,200,83,-1.0,0.2
13-01-2006 10:00,10.0,8.0,196,82,0.1,0
13-01-2006 11:00,10.2,7.5,202,82,13.8,0
13-01-2006 12:00,10.2,7.6,203,80,44.5,0
13-01-2006 13:00,10.2,7.6,198,76,61.7,0
13-01-2006 14:00,9.4,7.1,220,82,77.8,0.4
13-01-2006 15:00,8.9,7.1,203,80,90.8,0
13-01-2006 16:00,8.4,8.0,217,81,59.5,0
13-01-2006 17:00,7.8,5.0,215,83,28.4,0
13-01-2006 18:00,7.4,4.1,229,84,2.7,0
13-01-2006 19:00,7.0,5.5,231,85,-5.1,0
13-01-2006 20:00,6.4,4.3,239,90,-4.6,0
13-01-2006 21:00,5.5,1.1,250,85,-6.3,0
13-01-2006 22:00,4.9,1.2,239,84,-8.7,0
13-01-2006 23:00,4.2,0.3,294,89,-11.9,0
14-01-2006 0:00,4.2,3.4,280,91,-8.4,0
14-01-2006 1:00,3.9,2.8,283,89,-9.4,0
14-01-2006 2:00,3.4,2.2,287,89,-10.5,0
14-01-2006 3:00,2.0,1.7,276,92,-10.4,0
14-01-2006 4:00,1.8,1.0,279,93,-11.9,0
14-01-2006 5:00,1.1,1.0,271,93,-12.2,0
14-01-2006 6:00,1.0,1.2,254,93,-11.9,0
14-01-2006 7:00,1.1,0.8,216,93,-12.0,0
14-01-2006 8:00,3.6,3.1,127,86,-7.6,0
14-01-2006 9:00,3.8,4.0,51,84,-6.9,0
14-01-2006 10:00,4.0,4.0,81,83,-2.2,0
14-01-2006 11:00,5.2,4.7,143,81,29.5,0
14-01-2006 12:00,6.3,5.7,179,78,64.7,0
14-01-2006 13:00,7.2,8.6,176,76,132.3,0
14-01-2006 14:00,7.6,8.4,189,75,212.7,0
14-01-2006 15:00,7.7,8.0,190,78,154.2,0
14-01-2006 16:00,7.3,8.5,193,83,59.7,0
14-01-2006 17:00,7.8,10.9,190,77,33.8,0
14-01-2006 18:00,7.7,10.2,195,80,6.3,0
14-01-2006 19:00,7.7,10.8,187,82,-0.3,0
14-01-2006 20:00,8.3,10.7,189,79,-1.0,0
14-01-2006 21:00,8.6,11.0,180,79,-1.3,0
14-01-2006 22:00,8.3,11.3,182,83,-0.9,0.2
14-01-2006 23:00,8.5,11.7,174,86,-0.9,0
15-01-2006 0:00,8.7,11.1,181,88,-0.9,0.4
15-01-2006 1:00,9.0,11.2,177,88,-0.8,1.6
15-01-2006 2:00,9.2,10.8,177,89,-0.9,1
15-01-2006 3:00,9.4,11.2,181,88,-0.8,1.6
15-01-2006 4:00,9.5,10.7,179,88,-1.1,1.4
15-01-2006 5:00,8.3,8.9,175,89,-1.5,1
15-01-2006 6:00,8.8,7.1,179,83,-0.1,1.8
15-01-2006 7:00,8.7,7.4,173,86,-1.8,2.8
15-01-2006 8:00,9.4,8.0,192,84,-2.6,1
15-01-2006 9:00,9.8,9.1,184,81,-3.5,0
15-01-2006 10:00,9.7,8.7,177,81,-0.2,0
15-01-2006 11:00,9.6,7.5,187,84,12.5,0
15-01-2006 12:00,9.7,8.0,190,86,53.2,0
15-01-2006 13:00,9.7,5.5,183,87,101.1,0
15-01-2006 14:00,9.7,5.3,183,86,107.3,0.2
15-01-2006 15:00,9.3,4.6,191,89,23.5,0.8
15-01-2006 16:00,9.5,4.2,206,89,142.8,0
15-01-2006 17:00,9.2,2.7,195,91,63.0,0
15-01-2006 18:00,8.8,2.0,195,91,-0.3,0.2
15-01-2006 19:00,8.3,0.6,192,93,-8.1,0
15-01-2006 20:00,8.3,3.8,210,91,-3.4,0
15-01-2006 21:00,7.2,6.9,239,90,-1.3,0
15-01-2006 22:00,6.9,6.1,290,86,-1.1,0.4
15-01-2006 23:00,6.7,4.5,335,87,-2.9,0.4
16-01-2006 0:00,6.5,5.0,332,84,-2.3,1
16-01-2006 1:00,6.1,7.3,325,84,-1.2,0
16-01-2006 2:00,5.8,1.8,309,84,-3.2,0
16-01-2006 3:00,5.7,5.1,319,79,-1.8,0
16-01-2006 4:00,5.8,3.3,313,70,-5.5,0
16-01-2006 5:00,5.9,2.6,295,70,-7.5,0
16-01-2006 6:00,5.2,3.2,238,79,-7.2,0
16-01-2006 7:00,5.1,2.5,249,81,-8.6,0
16-01-2006 8:00,5.1,3.5,248,84,-6.9,0
16-01-2006 9:00,5.4,4.4,242,88,-4.4,0
16-01-2006 10:00,6.0,6.1,228,92,-0.2,0
16-01-2006 11:00,6.6,6.4,223,92,18.1,0
16-01-2006 12:00,7.1,4.2,233,95,36.5,0
16-01-2006 13:00,9.1,5.6,226,86,51.2,0
16-01-2006 14:00,9.7,6.2,243,77,58.2,0.2
16-01-2006 15:00,9.6,5.1,286,75,43.1,0
16-01-2006 16:00,9.4,6.5,282,76,53.5,0
16-01-2006 17:00,9.2,5.7,285,76,30.0,0
16-01-2006 18:00,8.9,4.8,285,78,-2.0,0
16-01-2006 19:00,8.6,5.0,274,84,-4.9,0
16-01-2006 20:00,8.4,4.5,268,90,-3.7,0
16-01-2006 21:00,8.6,3.7,226,93,-2.9,0.2
16-01-2006 22:00,9.0,3.7,227,94,-3.0,0.8
16-01-2006 23:00,9.4,3.7,208,95,-2.5,0.4
17-01-2006 0:00,10.6,3.7,218,93,-2.7,0
17-01-2006 1:00,11.0,4.7,261,90,-2.2,0
17-01-2006 2:00,10.9,8.3,282,90,-2.1,0.4
17-01-2006 3:00,10.7,7.9,273,89,-0.8,0.2
17-01-2006 4:00,10.2,8.7,291,90,-1.3,0.2
17-01-2006 5:00,10.1,6.9,305,89,-2.5,0.2
17-01-2006 6:00,9.9,5.2,321,90,-1.9,0
17-01-2006 7:00,9.1,4.9,336,86,-1.0,0.4
17-01-2006 8:00,8.9,4.4,338,84,-4.8,0
17-01-2006 9:00,8.8,3.9,330,79,-5.9,0
17-01-2006 10:00,8.6,4.4,316,81,-1.9,0.2
17-01-2006 11:00,9.0,5.3,289,81,6.7,0
17-01-2006 12:00,9.1,4.5,285,82,12.3,0
17-01-2006 13:00,9.7,5.5,298,77,36.6,0
17-01-2006 14:00,9.8,5.8,301,84,85.5,0
17-01-2006 15:00,10.8,5.7,297,84,95.9,0
17-01-2006 16:00,11.9,7.7,285,85,86.2,0
17-01-2006 17:00,11.8,8.0,282,86,31.6,0
17-01-2006 18:00,11.2,7.1,292,89,9.0,0
17-01-2006 19:00,11.2,8.2,300,89,-0.9,0
17-01-2006 20:00,11.1,7.6,305,89,-0.7,0
17-01-2006 21:00,10.9,7.5,302,89,-0.8,0
17-01-2006 22:00,10.6,7.3,299,90,-1.1,0
17-01-2006 23:00,10.8,7.5,290,89,-1.4,0
18-01-2006 0:00,10.9,6.6,298,86,-2.4,0
18-01-2006 1:00,11.1,5.1,293,86,-2.5,0.2
18-01-2006 2:00,11.5,6.4,282,83,-3.3,0
18-01-2006 3:00,11.3,4.5,291,84,-4.9,0
18-01-2006 4:00,11.3,4.7,310,81,-5.3,0
18-01-2006 5:00,11.1,5.2,315,82,-5.0,0
18-01-2006 6:00,10.8,4.1,307,84,-3.4,0
18-01-2006 7:00,10.9,4.0,306,83,-5.9,0
18-01-2006 8:00,10.8,4.5,303,87,-5.6,0
18-01-2006 9:00,10.9,3.6,267,85,-3.0,0
18-01-2006 10:00,11.0,3.1,281,86,-3.8,0
18-01-2006 11:00,11.2,4.9,280,91,17.8,0
18-01-2006 12:00,11.6,7.0,273,92,140.0,0
18-01-2006 13:00,11.3,7.9,278,94,99.7,0
18-01-2006 14:00,10.9,7.4,284,95,137.6,0
18-01-2006 15:00,10.9,8.9,279,95,108.7,0
18-01-2006 16:00,10.7,7.7,258,95,94.8,0
18-01-2006 17:00,10.9,7.0,260,94,60.5,0
18-01-2006 18:00,11.1,6.3,225,94,10.9,0
18-01-2006 19:00,11.2,6.5,266,94,-1.6,0
18-01-2006 20:00,11.2,7.0,282,94,-1.5,0
18-01-2006 21:00,11.0,7.6,254,94,-1.5,0
18-01-2006 22:00,10.9,7.9,202,93,-1.4,0
18-01-2006 23:00,10.9,7.9,244,94,-1.3,0
19-01-2006 0:00,10.6,6.3,243,95,-1.5,0
19-01-2006 1:00,10.3,8.7,241,96,-1.7,0
19-01-2006 2:00,10.4,8.0,240,96,-1.2,0
19-01-2006 3:00,10.5,6.4,222,96,-1.4,0
19-01-2006 4:00,10.5,7.5,202,94,-1.5,0
19-01-2006 5:00,10.4,8.0,197,94,-2.2,0
19-01-2006 6:00,10.2,8.8,218,94,-2.5,0
19-01-2006 7:00,10.3,9.0,204,93,-3.1,0
19-01-2006 8:00,10.2,7.9,201,94,-1.7,0
19-01-2006 9:00,10.1,7.5,201,92,-2.2,0
19-01-2006 10:00,10.2,8.4,194,90,1.7,0
19-01-2006 11:00,9.8,9.8,198,88,19.8,0
19-01-2006 12:00,9.8,9.2,204,89,77.4,0
19-01-2006 13:00,9.7,8.8,200,93,76.7,0
19-01-2006 14:00,10.6,10.1,186,81,91.2,0
19-01-2006 15:00,10.5,11.0,187,83,81.1,0
19-01-2006 16:00,10.3,10.1,180,87,72.4,0.2
19-01-2006 17:00,11.0,10.4,190,79,34.1,0
19-01-2006 18:00,10.7,10.3,198,84,8.5,0
19-01-2006 19:00,10.7,12.0,202,84,-1.5,0
19-01-2006 20:00,11.1,12.5,198,79,-0.8,0.2
19-01-2006 21:00,11.4,13.7,202,80,-1.8,0
19-01-2006 22:00,10.9,12.7,201,87,-0.2,0.2
19-01-2006 23:00,10.8,12.8,197,89,-0.2,0
20-01-2006 0:00,7.2,8.5,201,86,-1.6,0.2
20-01-2006 1:00,6.5,8.0,209,89,-1.6,2.4
20-01-2006 2:00,6.3,9.4,203,83,-1.0,0.4
20-01-2006 3:00,5.8,7.1,203,77,-2.2,0
20-01-2006 4:00,6.0,8.7,201,75,-4.6,0
20-01-2006 5:00,6.4,10.2,199,69,-4.4,0
20-01-2006 6:00,6.3,9.1,195,73,-4.2,0
20-01-2006 7:00,6.0,9.3,197,76,-4.3,0.4
