Data,Iprec
92.92,0
92.96,0
93,0
93.04,0
93.08,0
93.13,0
93.17,0
93.21,0
93.25,0
93.29,0
93.33,0
93.38,0
93.42,0
93.46,0
93.5,0
93.54,0
93.58,0
93.63,0
93.67,0
93.71,0
93.75,0
93.79,0
93.83,0
93.88,0
93.92,0
93.96,0
94,0
94.04,0
94.08,0
94.13,0
94.17,0
94.21,0
94.25,0
94.29,0
94.33,0
94.38,0
94.42,0
94.46,0
94.5,0
94.54,0
94.58,0
94.63,0
94.67,0
94.71,0
94.75,0
94.79,0
94.83,0
94.88,0
94.92,0
94.96,0
95,0
95.04,0
95.08,0
95.13,0
95.17,0
95.21,0
95.25,0
95.29,0
95.33,0
95.38,0
95.42,0
95.46,0
95.5,0
95.54,0
95.58,0
95.63,0
95.67,0
95.71,0
95.75,0
95.79,0
95.83,0
95.88,0
95.92,0
95.96,0
96,0
96.04,0
96.08,0
96.13,0
96.17,0
96.21,0
96.25,0
96.29,0
96.33,0
96.38,0
96.42,0
96.46,0
96.5,0
96.54,0
96.58,0
96.63,0
96.67,0
96.71,0
96.75,0.4
96.79,0
96.83,0
96.88,0
96.92,0
96.96,0.2
97,0
97.04,0
97.08,0.2
97.13,0
97.17,0
97.21,0
97.25,0
97.29,0
97.33,0
97.38,0
97.42,0
97.46,0
97.5,0
97.54,0
97.58,0.2
97.63,0.2
97.67,0
97.71,0
97.75,0.6
97.79,0.4
97.83,0
97.88,0.4
97.92,0.4
97.96,0.6
98,0
98.04,0
98.08,0
98.13,0.2
98.17,0
98.21,0
98.25,0
98.29,0.4
98.33,0
98.38,0
98.42,0
98.46,0.2
98.5,0
98.54,1.8
98.58,0.8
98.63,0
98.67,0
98.71,0
98.75,0
98.79,0
98.83,0
98.88,0
98.92,0
98.96,0
99,0
99.04,0
99.08,0
99.13,0
99.17,0
99.21,0
99.25,0
99.29,0
99.33,0
99.38,0
99.42,0
99.46,0
99.5,0
99.54,0
99.58,0
99.63,0
99.67,0
99.71,0
99.75,0
99.79,0
99.83,0.2
99.88,0
99.92,0
99.96,0.2
100,0
100.04,0
100.08,0
100.13,0
100.17,0
100.21,0
100.25,0
100.29,0
100.33,0
100.38,0
100.42,0
100.46,0
100.5,0
100.54,0
100.58,0
100.63,0
100.67,0
100.71,0
100.75,0
100.79,0
100.83,0
100.88,0
100.92,0
100.96,0
101,0
101.04,0
101.08,0.4
101.13,0.8
101.17,1.4
101.21,1.2
101.25,0.8
101.29,1.4
101.33,0.8
101.38,0.2
101.42,0
101.46,0
101.5,0
101.54,0
101.58,0
101.63,0
101.67,0
101.71,0
101.75,0
101.79,0.2
101.83,0
101.88,0
101.92,0
101.96,0
102,0
102.04,0
102.08,0
102.13,0
102.17,0
102.21,0
102.25,0
102.29,0
102.33,0
102.38,0
102.42,0
102.46,0
102.5,0
102.54,0
102.58,0
102.63,0
102.67,0.2
102.71,0
102.75,0
102.79,0
102.83,0
102.88,0
102.92,0
102.96,0
103,0
103.04,0
103.08,0
103.13,0
103.17,0
103.21,0
103.25,0.2
103.29,0
103.33,0.2
103.38,0
103.42,0
103.46,0.2
103.5,0
103.54,0
103.58,0
103.63,0
103.67,0
103.71,0
103.75,0
103.79,0
103.83,0
103.88,0.8
103.92,0
103.96,0.2
104,0.4
104.04,0.4
104.08,0
104.13,0
104.17,0
104.21,0
104.25,0
104.29,0
104.33,0
104.38,0
104.42,0
104.46,0
104.5,0
104.54,0
104.58,0
104.63,0
104.67,0
104.71,0
104.75,0.6
104.79,0
104.83,0
104.88,0
104.92,0
104.96,0
105,0
105.04,0
105.08,0.2
105.13,0
105.17,0.2
105.21,0.2
105.25,0
105.29,0
105.33,0
105.38,0
105.42,0
105.46,0
105.5,0
105.54,0
105.58,0.2
105.63,0.2
105.67,0
105.71,0
105.75,0
105.79,0
105.83,0
105.88,0
105.92,0
105.96,0
106,0
106.04,0.2
106.08,0
106.13,0
106.17,0
106.21,0
106.25,0.4
106.29,0
106.33,0
106.38,0
106.42,0
106.46,0
106.5,0
106.54,0
106.58,0
106.63,0
106.67,0
106.71,0
106.75,0
106.79,0
106.83,0
106.88,0
106.92,0
106.96,0
107,0
107.04,0
107.08,0
107.13,0
107.17,0
107.21,0
107.25,0
107.29,0
107.33,0
107.38,0
107.42,0
107.46,0
107.5,0
107.54,0
107.58,0
107.63,0
107.67,0
107.71,0
107.75,0
107.79,0
107.83,0
107.88,0
107.92,0
107.96,0
108,0
108.04,0.6
108.08,0.2
108.13,0
108.17,0
108.21,0.8
108.25,0
108.29,0
108.33,0
108.38,0
108.42,0
108.46,0.2
108.5,0.4
108.54,0.2
108.58,0.2
108.63,1.4
108.67,0.2
108.71,0.4
108.75,0.2
108.79,0.8
108.83,0.6
108.88,0.2
108.92,1.6
108.96,3.6
109,1.6
109.04,1.2
109.08,0.8
109.13,0.2
109.17,0
109.21,0
109.25,0
109.29,0
109.33,0
109.38,0
109.42,0
109.46,0
109.5,0
109.54,0
109.58,0
109.63,0
109.67,0
109.71,0
109.75,0
109.79,0
109.83,0
109.88,0
109.92,0
109.96,0
110,0
110.04,0
110.08,0
110.13,0
110.17,0
110.21,1.4
110.25,0.8
110.29,0.2
110.33,0
110.38,0
110.42,0
110.46,0.4
110.5,0
110.54,0
110.58,0
110.63,0
110.67,1
110.71,1.8
110.75,1.6
110.79,0.8
110.83,0.2
110.88,0.2
110.92,0
110.96,0
111,0.4
111.04,0
111.08,0
111.13,0
111.17,0
111.21,0
111.25,0
111.29,0
111.33,0
111.38,0
111.42,0
111.46,0
111.5,0
111.54,0
111.58,0
111.63,0
111.67,0
111.71,0
111.75,0
111.79,0
111.83,0
111.88,0
111.92,0
111.96,0
112,0
112.04,0
112.08,0
112.13,0
112.17,0
112.21,0
112.25,0
112.29,0
112.33,0
112.38,0
112.42,0
112.46,0
112.5,0
112.54,0
112.58,0
112.63,0
112.67,0.2
112.71,0
112.75,0
112.79,0
112.83,0
112.88,0
112.92,0.2
112.96,0.6
113,0
113.04,0
113.08,0
113.13,0
113.17,0
113.21,0
113.25,0
113.29,0
113.33,0
113.38,0
113.42,0
113.46,0
113.5,0.2
113.54,0
113.58,0
113.63,0
113.67,0
113.71,0
113.75,0
113.79,0
113.83,0
113.88,0
113.92,0
113.96,0
114,0
114.04,0
114.08,0
114.13,0
114.17,0
114.21,0
114.25,0
114.29,0
114.33,0
114.38,0
114.42,0
114.46,0
114.5,0
114.54,0
114.58,0
114.63,0
114.67,0
114.71,0
114.75,0.2
114.79,0
114.83,0
114.88,0
114.92,0
114.96,0
115,0.4
115.04,0.2
115.08,0
115.13,0
115.17,0
115.21,0
115.25,0
115.29,0
115.33,0
115.38,0
115.42,0
115.46,0
115.5,0
115.54,0
115.58,0
115.63,0
115.67,0
115.71,0
115.75,0
115.79,0
115.83,0
115.88,0
115.92,0
115.96,0
116,0
116.04,0
116.08,0
116.13,0
116.17,0
116.21,0
116.25,0
116.29,0
116.33,0
116.38,0
116.42,0
116.46,0
116.5,0
116.54,0
116.58,0
116.63,0
116.67,0
116.71,0
116.75,0
116.79,0
116.83,0
116.88,0
116.92,0
116.96,0
117,0
117.04,0
117.08,0
117.13,0
117.17,0
117.21,0
117.25,0
117.29,0
117.33,0
117.38,0
117.42,0
117.46,0
117.5,0
117.54,0
117.58,0
117.63,0
117.67,0
117.71,0
117.75,0
117.79,0
117.83,0
117.88,0
117.92,0
117.96,0
118,0
118.04,0
118.08,0
118.13,0
118.17,0
118.21,0
118.25,0
118.29,0
118.33,0
118.38,0
118.42,0
118.46,0
118.5,0
118.54,0
118.58,0
118.63,0
118.67,0
118.71,0
118.75,0
118.79,0
118.83,0
118.88,0
118.92,0
118.96,0
119,0
119.04,0
119.08,0
119.13,0
119.17,0
119.21,0
119.25,0
119.29,0
119.33,0
119.38,0
119.42,0
119.46,0
119.5,0
119.54,0
119.58,0
119.63,0
119.67,0
119.71,0
119.75,0
119.79,0
119.83,0
119.88,0
119.92,0
119.96,0
120,0
120.04,0
120.08,0
120.13,0
120.17,0
120.21,0
120.25,0
120.29,0
120.33,0
120.38,0
120.42,0
120.46,0
120.5,0
120.54,0
120.58,0.2
120.63,0.6
120.67,0.4
120.71,0.6
120.75,0.6
120.79,1
120.83,0
120.88,0
120.92,0
120.96,0
121,0
121.04,0
121.08,0
121.13,0
121.17,0
121.21,0.2
121.25,0
121.29,0
121.33,0.2
121.38,0
121.42,0
121.46,0
121.5,0
121.54,0
121.58,0
121.63,0
121.67,0
121.71,0
121.75,0
121.79,0
121.83,0
121.88,0
121.92,0
121.96,0.2
122,0.4
122.04,0.2
122.08,0.8
122.13,1.6
122.17,0.4
122.21,0.4
122.25,1.6
122.29,2.8
122.33,2
122.38,2
122.42,1.8
122.46,4
122.5,2.6
122.54,1.2
122.58,0.2
122.63,0
122.67,0.2
122.71,1
122.75,0
122.79,0
122.83,0.2
122.88,0
122.92,0
122.96,0
123,0
123.04,0
123.08,0
123.13,0
123.17,0
123.21,0
123.25,0
123.29,0.4
123.33,0.2
123.38,0.2
123.42,0.4
123.46,0
123.5,0
123.54,0
123.58,0
123.63,0
123.67,0
123.71,0
123.75,0
123.79,0.2
123.83,0
123.88,0.4
123.92,0.2
123.96,0.6
124,0
124.04,0
124.08,0
124.13,0
124.17,0
124.21,0
124.25,0
124.29,0
124.33,0
124.38,0
124.42,0
124.46,0
124.5,0
124.54,0
124.58,0
124.63,0
124.67,0
124.71,0
124.75,0.8
124.79,1.2
124.83,0.4
124.88,0.2
124.92,0
124.96,0
125,0
125.04,0
125.08,0
125.13,0
125.17,0
125.21,0
125.25,0.4
125.29,1.2
125.33,0
125.38,0
125.42,0
125.46,0
125.5,0
125.54,0
125.58,0
125.63,0
125.67,0
125.71,0
125.75,0.6
125.79,3.2
125.83,0.2
125.88,1
125.92,0.6
125.96,0.4
126,0
126.04,0
126.08,3
126.13,3.4
126.17,0.8
126.21,2
126.25,2
126.29,0.4
126.33,4.2
126.38,1
126.42,0
126.46,0
126.5,4.4
126.54,0.4
126.58,0
126.63,2.4
126.67,0
126.71,0
126.75,0
126.79,0.2
126.83,0
126.88,0
126.92,0.6
126.96,0
127,0
127.04,0
127.08,0.4
127.13,0.8
127.17,0.2
127.21,0
127.25,0
127.29,0.8
127.33,0
127.38,0
127.42,0
127.46,0.2
127.5,0.4
127.54,0.2
127.58,0.8
127.63,0.8
127.67,0
127.71,0
127.75,0
127.79,0
127.83,0
127.88,0
127.92,0
127.96,0
128,0
128.04,0
128.08,0
128.13,0
128.17,0
128.21,0
128.25,0
128.29,0.6
128.33,0.4
128.38,0
128.42,0
128.46,0
128.5,0
128.54,0
128.58,0
128.63,0
128.67,0
128.71,0
128.75,0
128.79,0
128.83,0
128.88,0
128.92,0
128.96,0
129,0
129.04,0
129.08,0
129.13,0
129.17,0
129.21,0
129.25,0
129.29,0
129.33,0
129.38,0
129.42,0
129.46,0
129.5,0
129.54,0
129.58,0
129.63,0
129.67,0
129.71,0
129.75,0
129.79,0
129.83,0
129.88,0
129.92,0
129.96,0
130,0
130.04,0
130.08,0
130.13,0
130.17,0
130.21,0
130.25,0
130.29,0
130.33,0
130.38,0
130.42,0
130.46,0
130.5,0
130.54,0
130.58,0
130.63,0
130.67,0
130.71,0
130.75,0
130.79,0
130.83,0
130.88,0
130.92,0
130.96,0
131,0
131.04,0
131.08,0
131.13,0
131.17,0
131.21,0
131.25,0
131.29,0
131.33,0
131.38,0
131.42,0
131.46,0
131.5,0
131.54,0
131.58,0
131.63,0
131.67,0
131.71,0
131.75,0
131.79,0
131.83,0
131.88,0
131.92,0
131.96,0
132,0
132.04,0
132.08,0
132.13,0
132.17,0
132.21,0
132.25,0
132.29,0
132.33,0
132.38,0
132.42,0
132.46,0
132.5,0
132.54,0
132.58,0
132.63,0
132.67,0.2
132.71,0
132.75,0.2
132.79,0
132.83,0
132.88,0
132.92,0
132.96,0
133,0.2
133.04,0.4
133.08,1
133.13,1.2
133.17,1.2
133.21,1.6
133.25,0.2
133.29,0
133.33,0
133.38,0
133.42,0
133.46,0
133.5,0
133.54,0
133.58,0
133.63,1
133.67,0
133.71,0
133.75,0
133.79,0
133.83,0
133.88,0.2
133.92,0
133.96,0.2
134,0.6
134.04,0
134.08,0
134.13,0
134.17,0.4
134.21,1.8
134.25,1.4
134.29,0.2
134.33,0
134.38,0.2
134.42,0
134.46,0
134.5,0
134.54,0
134.58,0
134.63,0
134.67,0
134.71,0
134.75,0
134.79,0
134.83,0
134.88,0
134.92,0
134.96,0
135,0
135.04,0.2
135.08,0.2
135.13,0.6
135.17,0
135.21,0.8
135.25,2.6
135.29,0.6
135.33,0
135.38,0.8
135.42,3.6
135.46,0.2
135.5,0
135.54,0
135.58,0
135.63,0
135.67,0
135.71,0
135.75,0
135.79,0
135.83,0
135.88,0
135.92,0
135.96,0
136,0
136.04,0
136.08,0.2
136.13,0
136.17,0
136.21,0
136.25,0.2
136.29,0
136.33,0
136.38,0
136.42,0
136.46,1.2
136.5,1.4
136.54,0
136.58,0
136.63,0
136.67,0
136.71,0
136.75,0
136.79,0
136.83,0
136.88,0
136.92,0
136.96,0
137,0
137.04,0
137.08,0
137.13,0.2
137.17,0
137.21,0.2
137.25,1.8
137.29,2
137.33,3.2
137.38,3
137.42,3.8
137.46,5
137.5,6.6
137.54,2.2
137.58,0
137.63,0.8
137.67,1.2
137.71,0.2
137.75,0
137.79,0.2
137.83,0.2
137.88,0
137.92,0
137.96,0.2
138,0
138.04,0
138.08,0
138.13,0
138.17,0
138.21,0.2
138.25,0
138.29,0
138.33,0.2
138.38,0.2
138.42,1.4
138.46,2
138.5,0.6
138.54,3.4
138.58,2.8
138.63,0.2
138.67,0
138.71,0
138.75,0.4
138.79,2
138.83,1.2
138.88,0.2
138.92,0.4
138.96,0.2
139,0
139.04,0.2
139.08,0
139.13,0.2
139.17,0.2
139.21,0
139.25,0.4
139.29,0
139.33,0
139.38,0
139.42,0
139.46,0
139.5,0
139.54,0.2
139.58,0.2
139.63,0
139.67,2.4
139.71,0
139.75,2.6
139.79,0.6
139.83,0
139.88,0
139.92,0
139.96,0
140,0
140.04,0
140.08,0
140.13,0
140.17,0
140.21,0
140.25,0.4
140.29,0
140.33,0
140.38,0
140.42,0
140.46,0
140.5,0
140.54,0.2
140.58,0
140.63,0
140.67,0
140.71,0
140.75,0
140.79,0
140.83,0
140.88,0
140.92,0
140.96,0
141,0
141.04,0.2
141.08,0.2
141.13,0.4
141.17,0.4
141.21,0.4
141.25,0.6
141.29,3.2
141.33,6.8
141.38,4.4
141.42,8.8
141.46,0.4
141.5,2
141.54,2.8
141.58,0.8
141.63,1
141.67,0.4
141.71,0
141.75,1.8
141.79,0.8
141.83,0.6
141.88,0
141.92,0
141.96,0
142,0
142.04,0
142.08,0
142.13,0.2
142.17,0
142.21,0.2
142.25,0
142.29,0
142.33,0
142.38,0
142.42,0
142.46,0
142.5,0
142.54,0
142.58,0
142.63,0
142.67,0
142.71,0
142.75,0
142.79,0
142.83,0
142.88,0
142.92,0
142.96,0
143,0
143.04,0
143.08,0
143.13,0
143.17,0.6
143.21,0
143.25,0
143.29,0
143.33,0
143.38,0
143.42,0
143.46,0.4
143.5,0.2
143.54,0
143.58,0.4
143.63,0.2
143.67,0
143.71,0
143.75,0.2
143.79,0
143.83,0.2
143.88,0.2
143.92,0
143.96,0
144,0.6
144.04,0.2
144.08,0
144.13,0
144.17,0
144.21,0
144.25,0.4
144.29,0
144.33,0
144.38,0
144.42,0
144.46,0.4
144.5,0.4
144.54,0.8
144.58,1.6
144.63,1.6
144.67,0.4
144.71,0
144.75,0
144.79,0
144.83,0
144.88,0
144.92,0
144.96,0
145,0
145.04,0
145.08,0
145.13,0
145.17,0.2
145.21,0
145.25,0
145.29,0
145.33,0
145.38,0
145.42,0
145.46,0
145.5,0
145.54,0
145.58,0
145.63,0
145.67,0
145.71,0
145.75,0
145.79,0
145.83,0
145.88,0
145.92,0.8
145.96,1.2
146,3.4
146.04,0
146.08,0
146.13,0
146.17,0.2
146.21,0.8
146.25,0.6
146.29,0.8
146.33,0.2
146.38,0
146.42,0
146.46,0
146.5,0
146.54,0
146.58,0.2
146.63,0
146.67,0
146.71,0
146.75,0
146.79,0
146.83,0
146.88,0
146.92,0
146.96,0
147,0
147.04,0
147.08,0
147.13,0
147.17,0
147.21,0.2
147.25,1
147.29,1.2
147.33,1.8
147.38,1.4
147.42,0.2
147.46,0
147.5,0
147.54,0
147.58,0
147.63,0
147.67,0
147.71,0
147.75,0
147.79,0
147.83,0
147.88,0
147.92,0
147.96,0
148,0
148.04,0
148.08,0
148.13,0
148.17,0
148.21,0
148.25,0
148.29,0
148.33,0
148.38,0
148.42,0
148.46,0
148.5,0
148.54,0
148.58,0
148.63,0
148.67,0
148.71,0
148.75,0
148.79,0
148.83,0
148.88,0
148.92,0
148.96,0
149,0
149.04,0
149.08,0
149.13,0
149.17,0
149.21,0
149.25,0
149.29,0
149.33,0
149.38,0
149.42,0
149.46,0
149.5,0
149.54,0
149.58,0
149.63,0
149.67,0
149.71,0
149.75,0
149.79,0
149.83,0
149.88,0
149.92,0
149.96,0
150,0
150.04,0
150.08,0
150.13,0
150.17,0
150.21,0
150.25,0
150.29,0
150.33,0
150.38,0
150.42,0
150.46,0
150.5,0
150.54,0
150.58,0
150.63,0
150.67,0
150.71,0
150.75,0
150.79,0
150.83,0
150.88,0
150.92,0
150.96,0
151,0
151.04,0
151.08,0
151.13,0
151.17,0
151.21,0
151.25,0
151.29,0
151.33,0
151.38,0
151.42,0
151.46,0
151.5,0
151.54,0
151.58,0
151.63,0
151.67,0
151.71,0
151.75,0
151.79,0
151.83,0
151.88,0
151.92,0
151.96,0
152,0
152.04,0
152.08,0
152.13,0
152.17,0
152.21,0
152.25,0
152.29,0
152.33,0
152.38,0
152.42,0
152.46,0
152.5,0
152.54,0
152.58,0
152.63,0
152.67,0
152.71,0
152.75,0
152.79,0
152.83,0
152.88,0
152.92,0
152.96,0
153,0
153.04,0
153.08,0
153.13,0
153.17,0
153.21,0
153.25,0
153.29,0
153.33,0
153.38,0
153.42,0
153.46,0
153.5,0
153.54,0
153.58,0
153.63,0
153.67,0
153.71,0
153.75,0
153.79,0
153.83,0
153.88,0
153.92,0
153.96,0
154,0
154.04,0
154.08,0
154.13,0
154.17,0
154.21,0
154.25,0
154.29,0
154.33,0
154.38,0
154.42,0
154.46,0
154.5,0
154.54,0
154.58,0
154.63,0
154.67,0
154.71,0
154.75,0
154.79,0
154.83,0
154.88,0
154.92,0
154.96,0
155,0
155.04,0
155.08,0
155.13,0
155.17,0
155.21,0
155.25,0
155.29,0
155.33,0
155.38,0
155.42,0
155.46,0
155.5,0
155.54,0
155.58,0
155.63,0
155.67,0
155.71,0
155.75,0
155.79,0
155.83,0
155.88,0
155.92,0
155.96,0
156,0
156.04,0
156.08,0
156.13,0
156.17,0
156.21,0
156.25,0
156.29,0
156.33,0
156.38,0
156.42,0
156.46,0
156.5,0
156.54,0
156.58,0
156.63,0
156.67,0
156.71,0
156.75,0
156.79,0
156.83,0
156.88,0
156.92,0
156.96,0
157,0
157.04,0
157.08,0
157.13,0
157.17,0
157.21,0
157.25,0
157.29,0
157.33,0
157.38,0
157.42,0
157.46,0
157.5,0
157.54,0
157.58,0
157.63,0
157.67,0
157.71,0
157.75,0
157.79,0
157.83,0
157.88,0
157.92,0
157.96,0
158,0
158.04,0
158.08,0
158.13,0
158.17,0
158.21,0
158.25,0
158.29,0
158.33,0
158.38,0
158.42,0
158.46,0
158.5,0
158.54,0
158.58,0
158.63,0
158.67,0
158.71,0
158.75,0
158.79,0
158.83,0
158.88,0
158.92,0
158.96,0
159,0
159.04,0
159.08,0
159.13,0
159.17,0
159.21,0
159.25,0
159.29,0
159.33,0
159.38,0
159.42,0
159.46,0
159.5,0
159.54,0
159.58,0
159.63,0
159.67,0
159.71,0
159.75,0
159.79,0
159.83,0
159.88,0
159.92,0
159.96,0
160,0
160.04,0
160.08,0
160.13,0
160.17,0
160.21,0
160.25,0
160.29,0
160.33,0
160.38,0
160.42,0
160.46,0
160.5,0
160.54,0
160.58,0
160.63,0
160.67,0
160.71,0
160.75,0
160.79,0
160.83,0
160.88,0
160.92,0
160.96,0
161,0
161.04,0
161.08,0
161.13,0
161.17,0
161.21,0
161.25,0
161.29,0
161.33,0
161.38,0
161.42,0
161.46,0
161.5,0
161.54,0
161.58,0
161.63,0
161.67,0.6
161.71,3.6
161.75,3.2
161.79,1.4
161.83,0
161.88,0
161.92,0
161.96,0
162,0
162.04,0
162.08,0
162.13,0
162.17,0
162.21,0
162.25,0
162.29,0
162.33,0
162.38,0
162.42,0
162.46,0
162.5,0
162.54,0.2
162.58,0
162.63,0.6
162.67,0.2
162.71,0
162.75,0
162.79,0
162.83,0
162.88,0
162.92,0
162.96,0
163,0
163.04,0
163.08,0
163.13,0
163.17,0
163.21,0
163.25,0
163.29,0
163.33,0
163.38,0
163.42,0.2
163.46,0.4
163.5,0.4
163.54,0
163.58,0
163.63,0
163.67,0
163.71,0.2
163.75,0
163.79,0
163.83,0
163.88,0
163.92,0
163.96,0
164,0
164.04,0
164.08,0
164.13,0
164.17,0
164.21,0
164.25,0
164.29,0
164.33,0
164.38,0
164.42,0
164.46,0
164.5,0
164.54,0
164.58,0
164.63,0
164.67,0
164.71,0
164.75,0
164.79,0
164.83,0
164.88,0
164.92,0
164.96,0
165,0
165.04,0
165.08,0
165.13,0
165.17,0
165.21,0
165.25,0
165.29,0
165.33,0
165.38,0
165.42,0
165.46,0
165.5,0
165.54,0
165.58,0
165.63,0
165.67,0
165.71,0
165.75,0
165.79,0
165.83,0
165.88,0
165.92,0
165.96,0
166,0
166.04,0
166.08,0
166.13,0
166.17,0
166.21,0
166.25,0
166.29,0
166.33,0
166.38,0
166.42,0
166.46,0
166.5,0
166.54,0
166.58,0
166.63,0
166.67,0
166.71,0
166.75,0
166.79,0
166.83,0
166.88,0
166.92,0
166.96,0
167,0
167.04,0
167.08,0
167.13,0
167.17,0
167.21,0
167.25,0
167.29,0
167.33,0
167.38,0
167.42,0
167.46,0
167.5,0
167.54,0
167.58,0
167.63,0
167.67,0
167.71,0
167.75,0
167.79,0
167.83,0
167.88,0
167.92,0
167.96,0
168,0
168.04,0
168.08,0
168.13,0
168.17,0
168.21,0
168.25,0
168.29,0
168.33,0
168.38,0
168.42,0
168.46,0
168.5,0
168.54,0
168.58,0
168.63,0
168.67,0
168.71,0
168.75,0
168.79,0
168.83,0
168.88,0
168.92,0
168.96,0
169,0
169.04,0
169.08,0
169.13,0.2
169.17,0
169.21,0.2
169.25,0
169.29,0.2
169.33,0
169.38,0
169.42,0
169.46,0.4
169.5,0.2
169.54,0.2
169.58,0.8
169.63,0.2
169.67,0.2
169.71,0
169.75,0
169.79,0
169.83,0
169.88,0
169.92,0
169.96,0
170,0
170.04,0
170.08,0.2
170.13,0
170.17,0
170.21,0
170.25,0
170.29,0
170.33,0.6
170.38,0
170.42,0
170.46,0
170.5,0.2
170.54,0
170.58,0
170.63,0
170.67,0
170.71,0
170.75,0
170.79,0
170.83,0
170.88,0
170.92,0
170.96,0
171,0
171.04,0
171.08,0
171.13,0
171.17,0
171.21,0
171.25,0
171.29,0
171.33,0.2
171.38,0
171.42,0.6
171.46,0.4
171.5,0.4
171.54,0
171.58,0.2
171.63,0.2
171.67,0.4
171.71,0
171.75,0
171.79,0
171.83,0
171.88,0
171.92,0
171.96,0
172,0
172.04,0
172.08,0
172.13,0
172.17,0
172.21,0
172.25,0
172.29,0
172.33,0
172.38,0
172.42,0
172.46,0.2
172.5,0
172.54,0
172.58,0
172.63,0
172.67,0
172.71,0
172.75,0
172.79,0
172.83,0
172.88,0
172.92,0
172.96,0
173,0
173.04,0
173.08,0
173.13,0
173.17,0
173.21,0
173.25,0
173.29,0
173.33,0
173.38,0
173.42,0
173.46,0
173.5,0
173.54,0
173.58,0
173.63,0
173.67,0
173.71,0
173.75,0
173.79,0
173.83,0
173.88,0
173.92,0
173.96,0
174,0
174.04,0
174.08,0
174.13,0
174.17,0
174.21,0
174.25,0
174.29,0
174.33,0
174.38,0
174.42,0
174.46,0
174.5,0
174.54,0
174.58,0
174.63,0
174.67,0
174.71,0
174.75,0
174.79,0
174.83,0
174.88,0
174.92,0
174.96,0
175,0
175.04,0
175.08,0
175.13,0
175.17,0
175.21,0
175.25,0
175.29,0
175.33,0
175.38,0.2
175.42,0.4
175.46,1.6
175.5,0.4
175.54,0
175.58,0
175.63,0
175.67,0
175.71,0
175.75,0
175.79,0
175.83,0
175.88,0
175.92,0
175.96,0
176,0
176.04,0
176.08,0
176.13,0
176.17,0
176.21,0
176.25,0
176.29,0
176.33,0
176.38,0
176.42,0
176.46,0
176.5,0
176.54,0
176.58,0
176.63,0
176.67,0
176.71,0
176.75,0
176.79,0
176.83,0
176.88,0
176.92,0
176.96,0
177,0
177.04,0
177.08,0
177.13,0
177.17,0
177.21,0
177.25,0
177.29,0
177.33,0
177.38,0
177.42,0
177.46,0
177.5,0
177.54,0
177.58,0
177.63,0
177.67,0
177.71,0
177.75,0
177.79,0
177.83,0
177.88,0
177.92,0
177.96,0
178,0
178.04,0
178.08,0
178.13,0
178.17,0
178.21,0
178.25,0
178.29,0
178.33,0
178.38,0
178.42,0
178.46,0
178.5,0
178.54,0
178.58,0
178.63,0
178.67,0
178.71,0.4
178.75,0.2
178.79,0
178.83,0
178.88,0
178.92,0
178.96,0
179,0
179.04,0
179.08,0
179.13,0
179.17,0
179.21,0
179.25,0
179.29,0
179.33,0
179.38,0
179.42,0
179.46,0
179.5,0
179.54,0
179.58,0
179.63,0
179.67,0
179.71,0
179.75,0
179.79,0
179.83,0
179.88,0
179.92,0
179.96,0
180,0
180.04,0
180.08,0
180.13,0.2
180.17,0
180.21,0
180.25,0
180.29,0
180.33,0
180.38,0.2
180.42,0.4
180.46,0.2
180.5,0.6
180.54,1.2
180.58,0.4
180.63,0
180.67,0.2
180.71,1.2
180.75,0
180.79,0
180.83,0
180.88,0
180.92,0
180.96,0
181,0
181.04,0
181.08,0
181.13,0
181.17,0
181.21,0
181.25,0
181.29,0
181.33,0
181.38,0
181.42,0
181.46,0
181.5,0
181.54,0
181.58,0
181.63,0
181.67,0
181.71,0
181.75,0
181.79,0
181.83,0
181.88,0
181.92,0
181.96,0
182,0
182.04,0
182.08,0
182.13,0
182.17,0
182.21,0
182.25,0.2
182.29,0
182.33,0.4
182.38,1
182.42,0.4
182.46,0
182.5,0.2
182.54,0
182.58,0
182.63,0
182.67,0
182.71,0
182.75,0
182.79,0
182.83,0
182.88,0
182.92,0
182.96,0
183,0
183.04,0
183.08,0
183.13,0
183.17,0
183.21,0
183.25,0
183.29,0
183.33,0
183.38,0
183.42,0
183.46,0
183.5,0
183.54,0
183.58,0
183.63,0
183.67,0
183.71,0
183.75,0
183.79,0
183.83,0
183.88,0
183.92,0
183.96,0
184,0
184.04,0
184.08,0
184.13,0
184.17,0
184.21,0
184.25,0
184.29,0
184.33,0
184.38,0
184.42,0
184.46,0
184.5,0
184.54,0
184.58,0
184.63,0
184.67,0
184.71,0
184.75,0
184.79,0
184.83,0
184.88,0.2
184.92,0
184.96,0.2
185,0
185.04,0
185.08,0
185.13,0
185.17,0
185.21,0
185.25,0
185.29,0
185.33,0
185.38,0.2
185.42,0.2
185.46,0
185.5,0
185.54,0
185.58,0
185.63,0
185.67,0
185.71,0
185.75,0
185.79,0
185.83,0
185.88,0
185.92,0
185.96,0
186,0
186.04,0
186.08,0
186.13,0
186.17,0
186.21,0
186.25,0
186.29,0
186.33,0
186.38,0
186.42,0
186.46,0
186.5,0
186.54,0
186.58,0
186.63,0
186.67,0
186.71,0
186.75,0
186.79,0
186.83,0
186.88,0
186.92,0
186.96,0
187,0
187.04,0
