Data,Iprec
187.08,0
187.13,0
187.17,0
187.21,0
187.25,0
187.29,0
187.33,0
187.38,0
187.42,0
187.46,0
187.5,0
187.54,0.2
187.58,0
187.63,0
187.67,0
187.71,0
187.75,0
187.79,0
187.83,0
187.88,0
187.92,0
187.96,0
188,0
188.04,0.2
188.08,0
188.13,0
188.17,0
188.21,0
188.25,0
188.29,0
188.33,0
188.38,0
188.42,0
188.46,0
188.5,0
188.54,0
188.58,0
188.63,0
188.67,0
188.71,0
188.75,0
188.79,0
188.83,0
188.88,0
188.92,0
188.96,0
189,0
189.04,0
189.08,0
189.13,0
189.17,0
189.21,0
189.25,0
189.29,0
189.33,0
189.38,0
189.42,0
189.46,0.8
189.5,2
189.54,2.4
189.58,1.8
189.63,1.8
189.67,1.4
189.71,2.2
189.75,1.4
189.79,0.6
189.83,0.2
189.88,0
189.92,0
189.96,0.2
190,0
190.04,0
190.08,0
190.13,0
190.17,0
190.21,0
190.25,0
190.29,0
190.33,0
190.38,0.2
190.42,0
190.46,0
190.5,0
190.54,0
190.58,0
190.63,0
190.67,0
190.71,0
190.75,0
190.79,0
190.83,0
190.88,0
190.92,0
190.96,0
191,0
191.04,0
191.08,0
191.13,0
191.17,0
191.21,0
191.25,0
191.29,0
191.33,0
191.38,0
191.42,0
191.46,0
191.5,0.6
191.54,0
191.58,0.4
191.63,0
191.67,0
191.71,0
191.75,0
191.79,0
191.83,0
191.88,0
191.92,0
191.96,0
192,0
192.04,0
192.08,0
192.13,0
192.17,0
192.21,0
192.25,0
192.29,0
192.33,0
192.38,0
192.42,0
192.46,0
192.5,0
192.54,0
192.58,0
192.63,0
192.67,0
192.71,0
192.75,0
192.79,0
192.83,0
192.88,0
192.92,0
192.96,0
193,0
193.04,0
193.08,0
193.13,0
193.17,0
193.21,0
193.25,0
193.29,0
193.33,0
193.38,0
193.42,0
193.46,0
193.5,0
193.54,0
193.58,0
193.63,0
193.67,0
193.71,0
193.75,0
193.79,0
193.83,0
193.88,0
193.92,0
193.96,0
194,0
194.04,0
194.08,0
194.13,0
194.17,0
194.21,0
194.25,0
194.29,0
194.33,0
194.38,0
194.42,0
194.46,0
194.5,0
194.54,0
194.58,0
194.63,0
194.67,0
194.71,0
194.75,0
194.79,0
194.83,0
194.88,0
194.92,0
194.96,0
195,0
195.04,0
195.08,0
195.13,0
195.17,0
195.21,0
195.25,0
195.29,0
195.33,0
195.38,0
195.42,0
195.46,0
195.5,0
195.54,0
195.58,0
195.63,0
195.67,0
195.71,0
195.75,0
195.79,0
195.83,0
195.88,0
195.92,0
195.96,0
196,0
196.04,0
196.08,0
196.13,0
196.17,0
196.21,0
196.25,0
196.29,0
196.33,0
196.38,0
196.42,0
196.46,0
196.5,0
196.54,0
196.58,0
196.63,0
196.67,0
196.71,0
196.75,0
196.79,0
196.83,0
196.88,0
196.92,0
196.96,0
197,0
197.04,0
197.08,0
197.13,0
197.17,0
197.21,0
197.25,0
197.29,0
197.33,0
197.38,0
197.42,0
197.46,0
197.5,0
197.54,0
197.58,0
197.63,0
197.67,0
197.71,0
197.75,0
197.79,0
197.83,0
197.88,0
197.92,0
197.96,0
198,0
198.04,0
198.08,0
198.13,0
198.17,0
198.21,0
198.25,0
198.29,0
198.33,0
198.38,0
198.42,0
198.46,0
198.5,0
198.54,0
198.58,0
198.63,0
198.67,0
198.71,0
198.75,0
198.79,0
198.83,0
198.88,0
198.92,0
198.96,0
199,0
199.04,0
199.08,0
199.13,0
199.17,0
199.21,0
199.25,0
199.29,0
199.33,0
199.38,0
199.42,0
199.46,0
199.5,0
199.54,0
199.58,0
199.63,0
199.67,0
199.71,0
199.75,0
199.79,0
199.83,0
199.88,0
199.92,0
199.96,0
200,0
200.04,0
200.08,0
200.13,0
200.17,0
200.21,0
200.25,0
200.29,0
200.33,0
200.38,0
200.42,0
200.46,0
200.5,0
200.54,0
200.58,0
200.63,0
200.67,0
200.71,0
200.75,0
200.79,0
200.83,0
200.88,0
200.92,0
200.96,0
201,0
201.04,0
201.08,0
201.13,0
201.17,0
201.21,0
201.25,0
201.29,0
201.33,0
201.38,0
201.42,0
201.46,0
201.5,0
201.54,0
201.58,0
201.63,0
201.67,0
201.71,0
201.75,0
201.79,0
201.83,0
201.88,0
201.92,0
201.96,0
202,0
202.04,0
202.08,0
202.13,0
202.17,0
202.21,0
202.25,0
202.29,0
202.33,0
202.38,0
202.42,0.6
202.46,0.2
202.5,0
202.54,0.4
202.58,0
202.63,0
202.67,0
202.71,0
202.75,0
202.79,0
202.83,0
202.88,0
202.92,0
202.96,0
203,0
203.04,0
203.08,0
203.13,0
203.17,0
203.21,0
203.25,0.4
203.29,0
203.33,0
203.38,0.2
203.42,1
203.46,1.6
203.5,1.4
203.54,0
203.58,0
203.63,0
203.67,0
203.71,0
203.75,0
203.79,0
203.83,0
203.88,0
203.92,0
203.96,0
204,0
204.04,0
204.08,0
204.13,0
204.17,0
204.21,0
204.25,0
204.29,0
204.33,0
204.38,0
204.42,0
204.46,0
204.5,0
204.54,0
204.58,0
204.63,0
204.67,0
204.71,0
204.75,0
204.79,0
204.83,0
204.88,0
204.92,0
204.96,0
205,0
205.04,0
205.08,0
205.13,0
205.17,0
205.21,0
205.25,0
205.29,0
205.33,0
205.38,0
205.42,0
205.46,0
205.5,0
205.54,0
205.58,0
205.63,0
205.67,0
205.71,0
205.75,0
205.79,0
205.83,0
205.88,0
205.92,0
205.96,0
206,0
206.04,0
206.08,0
206.13,0
206.17,0
206.21,0
206.25,0
206.29,0
206.33,0
206.38,0
206.42,0
206.46,0
206.5,0
206.54,0
206.58,0.2
206.63,0
206.67,0
206.71,0
206.75,0
206.79,0
206.83,0
206.88,0
206.92,0
206.96,0
207,0
207.04,0
207.08,0
207.13,0
207.17,0
207.21,0
207.25,0
207.29,0
207.33,0
207.38,0
207.42,0
207.46,0.8
207.5,0.8
207.54,0
207.58,0
207.63,0
207.67,0
207.71,0
207.75,0
207.79,0
207.83,0
207.88,0
207.92,0
207.96,0
208,0
208.04,0
208.08,0
208.13,0
208.17,0
208.21,0
208.25,0
208.29,0
208.33,0
208.38,0
208.42,0
208.46,0
208.5,0
208.54,0
208.58,0
208.63,0.2
208.67,0
208.71,0.8
208.75,0
208.79,0
208.83,0.4
208.88,0.2
208.92,0
208.96,0
209,0
209.04,0
209.08,0
209.13,0.2
209.17,0.2
209.21,0.2
209.25,0.8
209.29,0.4
209.33,0
209.38,0.4
209.42,0.2
209.46,0
209.5,0
209.54,0
209.58,0
209.63,0
209.67,0
209.71,0
209.75,0
209.79,0.2
209.83,0.2
209.88,0
209.92,0.2
209.96,0
210,0.2
210.04,1.2
210.08,0.6
210.13,0.2
210.17,0
210.21,0.2
210.25,0
210.29,0
210.33,1.2
210.38,3.6
210.42,2.8
210.46,1.6
210.5,0
210.54,0.2
210.58,0
210.63,0
210.67,0
210.71,0
210.75,0
210.79,0
210.83,0
210.88,0
210.92,0
210.96,0
211,0
211.04,0
211.08,0
211.13,0
211.17,0.4
211.21,1
211.25,0
211.29,0
211.33,0
211.38,0
211.42,0
211.46,0.2
211.5,0
211.54,0
211.58,0.2
211.63,0.2
211.67,1.2
211.71,0
211.75,1.6
211.79,0
211.83,0
211.88,0
211.92,0.2
211.96,3.6
212,0
212.04,0
212.08,0
212.13,3.2
212.17,0.2
212.21,0.2
212.25,0.6
212.29,0
212.33,0
212.38,0
212.42,0
212.46,0
212.5,0
212.54,0
212.58,0.2
212.63,0.2
212.67,0.2
212.71,0.6
212.75,0
212.79,0.2
212.83,0.2
212.88,0
212.92,0
212.96,0
213,0
213.04,0
213.08,0
213.13,0
213.17,0
213.21,0
213.25,0
213.29,0
213.33,0
213.38,0
213.42,0
213.46,0
213.5,0
213.54,0
213.58,0
213.63,0
213.67,0
213.71,0
213.75,0
213.79,0
213.83,0
213.88,0
213.92,0
213.96,0
214,0
214.04,0
214.08,0
214.13,0
214.17,0
214.21,0
214.25,0
214.29,0
214.33,0
214.38,0
214.42,0
214.46,0
214.5,0
214.54,0
214.58,0
214.63,0
214.67,0
214.71,0
214.75,0
214.79,0
214.83,0
214.88,0
214.92,0
214.96,0
215,0
215.04,0
215.08,0
215.13,0
215.17,0
215.21,0
215.25,0
215.29,0
215.33,0
215.38,0
215.42,0
215.46,0
215.5,0
215.54,0
215.58,0
215.63,0
215.67,0
215.71,0
215.75,0
215.79,0
215.83,0
215.88,0
215.92,0
215.96,0
216,0
216.04,0
216.08,0
216.13,0
216.17,0
216.21,0
216.25,0
216.29,0
216.33,0
216.38,0
216.42,0
216.46,0
216.5,0
216.54,0
216.58,0
216.63,0
216.67,0
216.71,0
216.75,0
216.79,0
216.83,0
216.88,0
216.92,0
216.96,0
217,0
217.04,0
217.08,0
217.13,0
217.17,0
217.21,0
217.25,0
217.29,0
217.33,0
217.38,0
217.42,0
217.46,0
217.5,0
217.54,0
217.58,0
217.63,0
217.67,0
217.71,0
217.75,0
217.79,0
217.83,0
217.88,0
217.92,0
217.96,0
218,0
218.04,0
218.08,0
218.13,0
218.17,0
218.21,0
218.25,0
218.29,0
218.33,0.6
218.38,0.8
218.42,0
218.46,0
218.5,0
218.54,0.2
218.58,0.6
218.63,0.4
218.67,0
218.71,0
218.75,0
218.79,0
218.83,0
218.88,0
218.92,0
218.96,0
219,0
219.04,0
219.08,0
219.13,0
219.17,0
219.21,0
219.25,0
219.29,0
219.33,0
219.38,0
219.42,0
219.46,0
219.5,0
219.54,0
219.58,0
219.63,0
219.67,0
219.71,0
219.75,0
219.79,0
219.83,0
219.88,0
219.92,0
219.96,0
220,0
220.04,0
220.08,0
220.13,0
220.17,0
220.21,0
220.25,0
220.29,0
220.33,0
220.38,0
220.42,0
220.46,0
220.5,0
220.54,0
220.58,0
220.63,0
220.67,0
220.71,0
220.75,0
220.79,0.2
220.83,0.2
220.88,0
220.92,0
220.96,0
221,0
221.04,0
221.08,0
221.13,0
221.17,0
221.21,0
221.25,0
221.29,0
221.33,0
221.38,0
221.42,0
221.46,0
221.5,0
221.54,0
221.58,0
221.63,0
221.67,0
221.71,0
221.75,0
221.79,0
221.83,0
221.88,0
221.92,0
221.96,0
222,0
222.04,0
222.08,0
222.13,0
222.17,0
222.21,0
222.25,0
222.29,0
222.33,0
222.38,0
222.42,0
222.46,0
222.5,0
222.54,0
222.58,0
222.63,0
222.67,0
222.71,0
222.75,0
222.79,0
222.83,0
222.88,0
222.92,0
222.96,0
223,0
223.04,0
223.08,0
223.13,0
223.17,0
223.21,0
223.25,0
223.29,0
223.33,0
223.38,0
223.42,0
223.46,0
223.5,0
223.54,0
223.58,0
223.63,0
223.67,0
223.71,0
223.75,0
223.79,0
223.83,0
223.88,0
223.92,0
223.96,0
224,0
224.04,0
224.08,0
224.13,0
224.17,0
224.21,0
224.25,0
224.29,0
224.33,0
224.38,0
224.42,0
224.46,0
224.5,0
224.54,0
224.58,0
224.63,0
224.67,0
224.71,0
224.75,0
224.79,0
224.83,0
224.88,0
224.92,0
224.96,0
225,0
225.04,0
225.08,0
225.13,0
225.17,0
225.21,0
225.25,0
225.29,0
225.33,0
225.38,0
225.42,0
225.46,0
225.5,0
225.54,0
225.58,0
225.63,0
225.67,0
225.71,0
225.75,0
225.79,0
225.83,0
225.88,0
225.92,0
225.96,0
226,0
226.04,0
226.08,0
226.13,0
226.17,0
226.21,0
226.25,0
226.29,0
226.33,0
226.38,0
226.42,0
226.46,0
226.5,0
226.54,0
226.58,0
226.63,0
226.67,0
226.71,0
226.75,0
226.79,0
226.83,0
226.88,0
226.92,0
226.96,0
227,0
227.04,0
227.08,0
227.13,0
227.17,0
227.21,0
227.25,0
227.29,0
227.33,0.2
227.38,0
227.42,0
227.46,0
227.5,0
227.54,2
227.58,2.4
227.63,0.8
227.67,0.2
227.71,0
227.75,0
227.79,0
227.83,0
227.88,0.2
227.92,0
227.96,0
228,0
228.04,0
228.08,0.2
228.13,0
228.17,0.2
228.21,0
228.25,0
228.29,0.4
228.33,0.4
228.38,2
228.42,0.2
228.46,0
228.5,0.6
228.54,0.2
228.58,0.4
228.63,1.8
228.67,0
228.71,0
228.75,0.2
228.79,0.4
228.83,0
228.88,0
228.92,0
228.96,0
229,0
229.04,0
229.08,0.2
229.13,0
229.17,0
229.21,0
229.25,0
229.29,0
229.33,0
229.38,0
229.42,0
229.46,0
229.5,0
229.54,0
229.58,0
229.63,0
229.67,0
229.71,0
229.75,0
229.79,0
229.83,0
229.88,0
229.92,0
229.96,0
230,0
230.04,1.8
230.08,0
230.13,0
230.17,0
230.21,0.2
230.25,0.4
230.29,0
230.33,0.2
230.38,1.8
230.42,0.2
230.46,0
230.5,0
230.54,0
230.58,0
230.63,0
230.67,0
230.71,0
230.75,0
230.79,0
230.83,0
230.88,0
230.92,0
230.96,0
231,1.6
231.04,0
231.08,0
231.13,0
231.17,0
231.21,0
231.25,0
231.29,0.4
231.33,1.2
231.38,0
231.42,0
231.46,0
231.5,0
231.54,0
231.58,0
231.63,0
231.67,0
231.71,0
231.75,0.2
231.79,0
231.83,0.2
231.88,0
231.92,0
231.96,0
232,0.2
232.04,0.2
232.08,0
232.13,0
232.17,0
232.21,0
232.25,0
232.29,0
232.33,0
232.38,0
232.42,0
232.46,0
232.5,0
232.54,0
232.58,0
232.63,0
232.67,0
232.71,0.6
232.75,0
232.79,0
232.83,0
232.88,0
232.92,0
232.96,0
233,0
233.04,0
233.08,0
233.13,0
233.17,0.2
233.21,0.2
233.25,0
233.29,0
233.33,0.2
233.38,0
233.42,0
233.46,0
233.5,0
233.54,0
233.58,0
233.63,0
233.67,0
233.71,0
233.75,0
233.79,0
233.83,0
233.88,0
233.92,0
233.96,0
234,0
234.04,0
234.08,0
234.13,0
234.17,0
234.21,0
234.25,0
234.29,0
234.33,0
234.38,0
234.42,0
234.46,0.2
234.5,0
234.54,0
234.58,0.2
234.63,0.4
234.67,0.4
234.71,0.2
234.75,0
234.79,0
234.83,0.2
234.88,0
234.92,0
234.96,0
235,0
235.04,0
235.08,0.2
235.13,0
235.17,0
235.21,0.2
235.25,1.4
235.29,0
235.33,0
235.38,0
235.42,0.2
235.46,2.2
235.5,0.2
235.54,0.2
235.58,0.4
235.63,0.2
235.67,0
235.71,0
235.75,0
235.79,0
235.83,0
235.88,0
235.92,0
235.96,0
236,0
236.04,0
236.08,0
236.13,0
236.17,0
236.21,0
236.25,0
236.29,0
236.33,0
236.38,0
236.42,0
236.46,0
236.5,0
236.54,0
236.58,0
236.63,0
236.67,0
236.71,0
236.75,0
236.79,0
236.83,0
236.88,0
236.92,0
236.96,0
237,0
237.04,0.2
237.08,0
237.13,0
237.17,0
237.21,0
237.25,0
237.29,0
237.33,0
237.38,0
237.42,0
237.46,0
237.5,0
237.54,0
237.58,0
237.63,0
237.67,0.8
237.71,2
237.75,0.4
237.79,0
237.83,0.2
237.88,0.2
237.92,0
237.96,0.4
238,0.6
238.04,0.4
238.08,0
238.13,0.8
238.17,0.2
238.21,0
238.25,0.4
238.29,0
238.33,0.2
238.38,0.4
238.42,1.8
238.46,0.2
238.5,0
238.54,0
238.58,0
238.63,0.4
238.67,0
238.71,0
238.75,0
238.79,0
238.83,0
238.88,0
238.92,0
238.96,0
239,0
239.04,0
239.08,0
239.13,0
239.17,0
239.21,0
239.25,0
239.29,0
239.33,0
239.38,0
239.42,0
239.46,0
239.5,0
239.54,0
239.58,0
239.63,0
239.67,0
239.71,0
239.75,0
239.79,0.2
239.83,0
239.88,0
239.92,0
239.96,0
240,0
240.04,0
240.08,0
240.13,0
240.17,0
240.21,0.2
240.25,0
240.29,0
240.33,0
240.38,0
240.42,0
240.46,0.2
240.5,0
240.54,0
240.58,0
240.63,0
240.67,0
240.71,0
240.75,0
240.79,0
240.83,0
240.88,0
240.92,0
240.96,0
241,0
241.04,0
241.08,0
241.13,0
241.17,0
241.21,0
241.25,0
241.29,0
241.33,0
241.38,0
241.42,0
241.46,0
241.5,0
241.54,0
241.58,0
241.63,0
241.67,0
241.71,0
241.75,0
241.79,0
241.83,0
241.88,0
241.92,0
241.96,0
242,0
242.04,0
242.08,0
242.13,0
242.17,0
242.21,0
242.25,0
242.29,0
242.33,1
242.38,0.4
242.42,0
242.46,0
242.5,0
242.54,0
242.58,0
242.63,0
242.67,0.2
242.71,0.2
242.75,0
242.79,0
242.83,0
242.88,0.6
242.92,0.2
242.96,0.2
243,0.4
243.04,0.2
243.08,0
243.13,0
243.17,0
243.21,0
243.25,0
243.29,0
243.33,0
243.38,0
243.42,0
243.46,0
243.5,0
243.54,0
243.58,0
243.63,0.8
243.67,0.2
243.71,0
243.75,0
243.79,0
243.83,0
243.88,0
243.92,0
243.96,0
244,0
244.04,0.2
244.08,0
244.13,0
244.17,0.2
244.21,0
244.25,0
244.29,0
244.33,0.2
244.38,0
244.42,0
244.46,0
244.5,0
244.54,0
244.58,0.4
244.63,0.2
244.67,0
244.71,0
244.75,0
244.79,0
244.83,0.2
244.88,0
244.92,0
244.96,0
245,0
245.04,0
245.08,1.8
245.13,3.8
245.17,10.6
245.21,8.2
245.25,2.4
245.29,1.8
245.33,0.6
245.38,0.2
245.42,0
245.46,0
245.5,0
245.54,0
245.58,0
245.63,0
245.67,0
245.71,0
245.75,0
245.79,0
245.83,0.2
245.88,0
245.92,0
245.96,0
246,0
246.04,0
246.08,0
246.13,0
246.17,0
246.21,0
246.25,0
246.29,0
246.33,0.4
246.38,1.2
246.42,0
246.46,0.2
246.5,0
246.54,0
246.58,0
246.63,0
246.67,0
246.71,0
246.75,0
246.79,0
246.83,0
246.88,0
246.92,0
246.96,0
247,0
247.04,0
247.08,0
247.13,0
247.17,0
247.21,0
247.25,0.2
247.29,0
247.33,0
247.38,0
247.42,0.6
247.46,0
247.5,0
247.54,0.4
247.58,0
247.63,0.2
247.67,0.2
247.71,0.4
247.75,0.2
247.79,0
247.83,0.2
247.88,0.2
247.92,0
247.96,0.2
248,0
248.04,0
248.08,0
248.13,0
248.17,0.2
248.21,0
248.25,0
248.29,0
248.33,0
248.38,0
248.42,0
248.46,0
248.5,0
248.54,0
248.58,0
248.63,0
248.67,0
248.71,0
248.75,0
248.79,0
248.83,0
248.88,0.2
248.92,0
248.96,0.2
249,0.4
249.04,0
249.08,0
249.13,1.4
249.17,1.6
249.21,0.6
249.25,0
249.29,0.2
249.33,0
249.38,0
249.42,0
249.46,0
249.5,0
249.54,0
249.58,0
249.63,0
249.67,0
249.71,0
249.75,0
249.79,0
249.83,0
249.88,0
249.92,0
249.96,0
250,0
250.04,0
250.08,0
250.13,0
250.17,0
250.21,0
250.25,0
250.29,0
250.33,0
250.38,0
250.42,0
250.46,0
250.5,0
250.54,0
250.58,0
250.63,0
250.67,0
250.71,0
250.75,0
250.79,0
250.83,0
250.88,0
250.92,0
250.96,0
251,0
251.04,0
251.08,0
251.13,0
251.17,0
251.21,0
251.25,0
251.29,0
251.33,0
251.38,0
251.42,0
251.46,0
251.5,0
251.54,0
251.58,0
251.63,0
251.67,0
251.71,0
251.75,0
251.79,0
251.83,0
251.88,0
251.92,0
251.96,0
252,0
252.04,0
252.08,0
252.13,0
252.17,0
252.21,0
252.25,0
252.29,0
252.33,0
252.38,0
252.42,0
252.46,0
252.5,0
252.54,0
252.58,0
252.63,0
252.67,0
252.71,0
252.75,0
252.79,0
252.83,0
252.88,0.2
252.92,0.2
252.96,0
253,0.2
253.04,0
253.08,0
253.13,0
253.17,0.4
253.21,0.2
253.25,0
253.29,0
253.33,0
253.38,0
253.42,0
253.46,0
253.5,0
253.54,0
253.58,0
253.63,0
253.67,0
253.71,0
253.75,0
253.79,0
253.83,0.2
253.88,0
253.92,0.8
253.96,1
254,0.2
254.04,1.4
254.08,2.2
254.13,1.8
254.17,1.8
254.21,0.6
254.25,0
254.29,0
254.33,0
254.38,0
254.42,0
254.46,0
254.5,0.2
254.54,0
254.58,0
254.63,0
254.67,0
254.71,0.2
254.75,0.2
254.79,0.4
254.83,0
254.88,0
254.92,0
254.96,0.2
255,0
255.04,0
255.08,0.2
255.13,1.8
255.17,0
255.21,0
255.25,0
255.29,0
255.33,0
255.38,0
255.42,0
255.46,0
255.5,0
255.54,0
255.58,0
255.63,0
255.67,0
255.71,0
255.75,0
255.79,0
255.83,0.2
255.88,0
255.92,0
255.96,0
256,0
256.04,0.8
256.08,2.8
256.13,2.4
256.17,2
256.21,2.6
256.25,1.6
256.29,0
256.33,0
256.38,0
256.42,0.2
256.46,0
256.5,0
256.54,0.2
256.58,0
256.63,0
256.67,0
256.71,0
256.75,0
256.79,0
256.83,0
256.88,0
256.92,0
256.96,0
257,0
257.04,0
257.08,0
257.13,0
257.17,0
257.21,0
257.25,0
257.29,0
257.33,0
257.38,0
257.42,0
257.46,0
257.5,0
257.54,0
257.58,0
257.63,0
257.67,0
257.71,0
257.75,0
257.79,0
257.83,0
257.88,0
257.92,0
257.96,0
258,0
258.04,0
258.08,0
258.13,0
258.17,0
258.21,0
258.25,0
258.29,0
258.33,0
258.38,0
258.42,0
258.46,0
258.5,0
258.54,0
258.58,0
258.63,0
258.67,0
258.71,0
258.75,0
258.79,0
258.83,0
258.88,0
258.92,0
258.96,0
259,0
259.04,0
259.08,0
259.13,0
259.17,0
259.21,0
259.25,0
259.29,0
259.33,0
259.38,0
259.42,0
259.46,0
259.5,0
259.54,0
259.58,0
259.63,0.6
259.67,1.4
259.71,0.8
259.75,0.2
259.79,0
259.83,0
259.88,1.2
259.92,0
259.96,0
260,0
260.04,0
260.08,0
260.13,0
260.17,0
260.21,0
260.25,0
260.29,0.4
260.33,0
260.38,0
260.42,0.2
260.46,0
260.5,0
260.54,0
260.58,0
260.63,0.2
260.67,0
260.71,0
260.75,0
260.79,0
260.83,0
260.88,0
260.92,0
260.96,0
261,0
261.04,0
261.08,0
261.13,0
261.17,0.2
261.21,0.6
261.25,0.4
261.29,2.2
261.33,9.2
261.38,0.8
261.42,0
261.46,4.8
261.5,0.4
261.54,0
261.58,0
261.63,0
261.67,0
261.71,0.4
261.75,0
261.79,0
261.83,0
261.88,0
261.92,0.2
261.96,0
262,0
262.04,0
262.08,0
262.13,0
262.17,0
262.21,0
262.25,0
262.29,0
262.33,0
262.38,0
262.42,0
262.46,0
262.5,0.2
262.54,0
262.58,0
262.63,0
262.67,0
262.71,0
262.75,0
262.79,0
262.83,0
262.88,1.2
262.92,5.2
262.96,1.4
263,0.6
263.04,0.2
263.08,0.6
263.13,3
263.17,3.6
263.21,3
263.25,2
263.29,2
263.33,2
263.38,3
263.42,0.8
263.46,0.8
263.5,1.4
263.54,1
263.58,1.4
263.63,0.6
263.67,0.6
263.71,0.4
263.75,1
263.79,0.4
263.83,0.6
263.88,0.6
263.92,0.8
263.96,1.4
264,0.6
264.04,1.2
264.08,2
264.13,1.6
264.17,1.6
264.21,2
264.25,4.4
264.29,1.4
264.33,8
264.38,8
264.42,11.6
264.46,3
264.5,1
264.54,1
264.58,1.6
264.63,0.4
264.67,0.4
264.71,2.2
264.75,1.6
264.79,8.8
264.83,3.8
264.88,1.8
264.92,0.2
264.96,0
265,0.4
265.04,1.8
265.08,0
265.13,0
265.17,0.2
265.21,0
265.25,0
265.29,0
265.33,0
265.38,0
265.42,0
265.46,0.2
265.5,0
265.54,0
265.58,0
265.63,0
265.67,0
265.71,0.2
265.75,2
265.79,0.2
265.83,0
265.88,1.8
265.92,2.4
265.96,0.6
266,1.8
266.04,3.8
266.08,2.2
266.13,1
266.17,0
266.21,2
266.25,0
266.29,0
266.33,0
266.38,0
266.42,0.4
266.46,2
266.5,0
266.54,0
266.58,0
266.63,0
266.67,0.2
266.71,0.2
266.75,0.2
266.79,0.2
266.83,0
266.88,1.6
266.92,0.4
266.96,0.8
267,0
267.04,0
267.08,0.6
267.13,0.2
267.17,0.2
267.21,0.2
267.25,0
267.29,0
267.33,0
267.38,0
267.42,0
267.46,0
267.5,0
267.54,0
267.58,0
267.63,0
267.67,0
267.71,0
267.75,0
267.79,0
267.83,0
267.88,0
267.92,0
267.96,0
268,0
268.04,0
268.08,0
268.13,0
268.17,0
268.21,0
268.25,0
268.29,0.2
268.33,0
268.38,0
268.42,0
268.46,0
268.5,0
268.54,0
268.58,0
268.63,0
268.67,0
268.71,0
268.75,0
268.79,0
268.83,0
268.88,0
268.92,0
268.96,0
269,0
269.04,0
269.08,0
269.13,0
269.17,0
269.21,0
269.25,0
269.29,0
269.33,0
269.38,0
269.42,0
269.46,0
269.5,0
269.54,0
269.58,0
269.63,0
269.67,0
269.71,0
269.75,0
269.79,0
269.83,0
269.88,0
269.92,0.2
269.96,0
270,0
270.04,0
270.08,0.2
270.13,0.4
270.17,1.4
270.21,2
270.25,5.6
270.29,4.6
270.33,8.8
270.38,6.8
270.42,2.6
270.46,1.2
270.5,1.2
270.54,0.8
270.58,0.2
270.63,0.2
270.67,0
270.71,0
270.75,0
270.79,0
270.83,0
270.88,0
270.92,0
270.96,0
271,0
271.04,0
271.08,0
271.13,0
271.17,0
271.21,0
271.25,0
271.29,0
271.33,0
271.38,0.2
271.42,0
271.46,0
271.5,0
271.54,0
271.58,0
271.63,0
271.67,0
271.71,0
271.75,0.8
271.79,0.4
271.83,2
271.88,0.4
271.92,0.8
271.96,0
272,2.8
272.04,0
272.08,0.2
272.13,0.2
272.17,0
272.21,0
272.25,0
272.29,0
272.33,0
272.38,0
272.42,0
272.46,0
272.5,0
272.54,1.2
272.58,0.6
272.63,0.2
272.67,0
272.71,0
272.75,0
272.79,0
272.83,0
272.88,0
272.92,0
272.96,0
273,1.2
273.04,4.2
273.08,4.4
273.13,0.2
273.17,1
273.21,9.6
273.25,4.2
273.29,0
273.33,0
273.38,0
273.42,4.2
273.46,0.2
273.5,0.4
273.54,1.2
273.58,0.2
273.63,0
273.67,2.6
273.71,2
273.75,0.4
273.79,1.6
273.83,0
273.88,0
273.92,0.4
273.96,0.2
274,0.2
274.04,2.2
274.08,0.8
274.13,0
274.17,0
274.21,0
274.25,0
274.29,0
274.33,0
274.38,0
274.42,0
274.46,0
274.5,0
274.54,0
274.58,1.4
274.63,0.8
274.67,0.6
274.71,0
274.75,0
274.79,0
274.83,0
274.88,0
274.92,0
274.96,0
275,0
275.04,0
275.08,1
275.13,0.4
275.17,0.6
275.21,0.2
275.25,0
275.29,0
275.33,0.2
275.38,0
275.42,0.2
275.46,0.6
275.5,0.2
275.54,0
275.58,0
275.63,0
275.67,0
275.71,0
275.75,0
275.79,0
275.83,0
275.88,0
275.92,0
275.96,0
276,0
276.04,0.2
276.08,0
276.13,0
276.17,0.2
276.21,0
276.25,0
276.29,0
276.33,0
276.38,0
276.42,0
276.46,0
276.5,0.2
276.54,0
276.58,0.4
276.63,0
276.67,0.8
276.71,0
276.75,0
276.79,0
276.83,0
276.88,0
276.92,0
276.96,0
277,0
277.04,0
277.08,0
277.13,0
277.17,0
277.21,0
277.25,0
277.29,0
277.33,0
277.38,0
277.42,0
277.46,0
277.5,0.2
277.54,0
277.58,0
277.63,0
277.67,0
277.71,0
277.75,0
277.79,0
277.83,0
277.88,0
277.92,0
277.96,0
278,0.6
278.04,2.4
278.08,1.2
278.13,0.4
278.17,2.2
278.21,2.6
278.25,1.2
278.29,0.4
278.33,1
278.38,1.8
278.42,0
278.46,0
278.5,0
278.54,0
278.58,0.6
278.63,0
278.67,0
278.71,0
278.75,0.2
278.79,0
278.83,0.2
278.88,1.2
278.92,0
278.96,0
279,0
279.04,0
279.08,0.2
279.13,0.2
279.17,0
279.21,0
279.25,0
279.29,0
279.33,0
279.38,0.4
279.42,5.6
279.46,0.4
279.5,0.4
279.54,0.4
279.58,0
279.63,0.2
279.67,0
279.71,0
279.75,0
279.79,0
279.83,0
279.88,0
279.92,0
279.96,0
280,0
280.04,0
280.08,0
280.13,0
280.17,0
280.21,0
280.25,0
