DATE[day/month/year hour:min],t[days],JDfrom0,JD,101 ,303 ,603 ,2553  
27/12/2001  0:00,0.000000,731212.000000,360.000000,0.498511,0.500000,0.500000,0.500000 
27/12/2001  1:00,0.041667,731212.041667,360.041667,0.473828,0.482919,0.404313,0.500000 
27/12/2001  2:00,0.083333,731212.083333,360.083333,0.464687,0.487855,0.374249,0.500000 
27/12/2001  3:00,0.125000,731212.125000,360.125000,0.458529,0.492684,0.366401,0.500000 
27/12/2001  4:00,0.166667,731212.166667,360.166667,0.452669,0.496108,0.365598,0.500000 
27/12/2001  5:00,0.208333,731212.208333,360.208333,0.446326,0.498426,0.367097,0.500000 
27/12/2001  6:00,0.250000,731212.250000,360.250000,0.440534,0.499560,0.369544,0.500000 
27/12/2001  7:00,0.291667,731212.291667,360.291667,0.434883,0.499726,0.372586,0.500000 
27/12/2001  8:00,0.333333,731212.333333,360.333333,0.430299,0.499065,0.375892,0.500000 
27/12/2001  9:00,0.375000,731212.375000,360.375000,0.426059,0.497749,0.379039,0.500000 
27/12/2001 10:00,0.416667,731212.416667,360.416667,0.422634,0.495759,0.382121,0.500000 
27/12/2001 11:00,0.458333,731212.458333,360.458333,0.419687,0.493453,0.385120,0.500000 
27/12/2001 12:00,0.500000,731212.500000,360.500000,0.417118,0.490680,0.388175,0.500000 
27/12/2001 13:00,0.541667,731212.541667,360.541667,0.414761,0.487606,0.391242,0.500000 
27/12/2001 14:00,0.583333,731212.583333,360.583333,0.412620,0.484118,0.394398,0.500000 
27/12/2001 15:00,0.625000,731212.625000,360.625000,0.410683,0.480183,0.397676,0.500000 
27/12/2001 16:00,0.666667,731212.666667,360.666667,0.408947,0.475753,0.401106,0.500000 
27/12/2001 17:00,0.708333,731212.708333,360.708333,0.407372,0.470778,0.404718,0.500000 
27/12/2001 18:00,0.750000,731212.750000,360.750000,0.405948,0.465209,0.408550,0.500000 
27/12/2001 19:00,0.791667,731212.791667,360.791667,0.404652,0.458980,0.412646,0.500000 
27/12/2001 20:00,0.833333,731212.833333,360.833333,0.403466,0.452005,0.417060,0.500000 
27/12/2001 21:00,0.875000,731212.875000,360.875000,0.402366,0.444167,0.421856,0.500000 
27/12/2001 22:00,0.916667,731212.916667,360.916667,0.401334,0.435314,0.427120,0.500000 
27/12/2001 23:00,0.958333,731212.958333,360.958333,0.400348,0.425238,0.432959,0.500000 
28/12/2001  0:00,1.000000,731213.000000,361.000000,0.399686,0.413665,0.439518,0.500000 
28/12/2001  1:00,1.041667,731213.041667,361.041667,0.398762,0.400222,0.446994,0.500000 
28/12/2001  2:00,1.083333,731213.083333,361.083333,0.397901,0.384364,0.455657,0.500000 
28/12/2001  3:00,1.125000,731213.125000,361.125000,0.396944,0.365382,0.465874,0.500000 
28/12/2001  4:00,1.166667,731213.166667,361.166667,0.395909,0.342432,0.478080,0.500000 
28/12/2001  5:00,1.208333,731213.208333,361.208333,0.394778,0.320795,0.489673,0.500000 
28/12/2001  6:00,1.250000,731213.250000,361.250000,0.392692,0.303868,0.498866,0.500000 
28/12/2001  7:00,1.291667,731213.291667,361.291667,0.389309,0.295939,0.500000,0.500000 
28/12/2001  8:00,1.333333,731213.333333,361.333333,0.385874,0.292229,0.500000,0.500000 
28/12/2001  9:00,1.375000,731213.375000,361.375000,0.383448,0.290585,0.500000,0.500000 
28/12/2001 10:00,1.416667,731213.416667,361.416667,0.383225,0.290137,0.500000,0.500000 
28/12/2001 11:00,1.458333,731213.458333,361.458333,0.386896,0.290523,0.500000,0.500000 
28/12/2001 12:00,1.500000,731213.500000,361.500000,0.387799,0.291348,0.500000,0.500000 
28/12/2001 13:00,1.541667,731213.541667,361.541667,0.386648,0.292352,0.500000,0.500000 
28/12/2001 14:00,1.583333,731213.583333,361.583333,0.385531,0.293443,0.500000,0.500000 
28/12/2001 15:00,1.625000,731213.625000,361.625000,0.384462,0.294569,0.500000,0.500000 
28/12/2001 16:00,1.666667,731213.666667,361.666667,0.383447,0.295697,0.500000,0.500000 
28/12/2001 17:00,1.708333,731213.708333,361.708333,0.382478,0.296814,0.500000,0.500000 
28/12/2001 18:00,1.750000,731213.750000,361.750000,0.381564,0.297917,0.500000,0.500000 
28/12/2001 19:00,1.791667,731213.791667,361.791667,0.380689,0.299006,0.500000,0.500000 
28/12/2001 20:00,1.833333,731213.833333,361.833333,0.379852,0.300078,0.500000,0.500000 
28/12/2001 21:00,1.875000,731213.875000,361.875000,0.379048,0.301135,0.500000,0.500000 
28/12/2001 22:00,1.916667,731213.916667,361.916667,0.378937,0.302179,0.500000,0.500000 
28/12/2001 23:00,1.958333,731213.958333,361.958333,0.379498,0.303227,0.500000,0.500000 
29/12/2001  0:00,2.000000,731214.000000,362.000000,0.381375,0.304295,0.500000,0.500000 
