Data,AirT,WindS,WindDir,RelHum,SWglobal,LWin,SWnet,Iprec
1/1/2002 0:00,0.7,3.5,325,81,-2.1,232.33,-3.6,1
1/1/2002 1:00,0.7,3.5,325,81,-2.1,231.76,-3.81,1
1/1/2002 2:00,0.7,2.5,324,82,-2.1,236,-3.93,1
1/1/2002 3:00,0.7,2.1,325,83,-2,247.51,-3.46,1
1/1/2002 4:00,1.1,2.2,319,84,-1.1,265.05,-2.48,1
1/1/2002 5:00,2.3,3.6,320,80,-0.6,275.1,-1.92,1
1/1/2002 6:00,2.5,3.9,329,78,-2,262.01,-2.7,1
1/1/2002 7:00,2.9,3.3,332,81,-1.6,272.56,-2.29,1
1/1/2002 8:00,3.8,5,337,75,-0.9,278.2,-1.58,1
1/1/2002 9:00,4,5.3,335,76,6,252.15,11.24,1
1/1/2002 10:00,4.3,5.6,338,76,61.4,260.03,59.16,1
1/1/2002 11:00,5.3,6.8,339,75,175.9,257.45,120.55,1
1/1/2002 12:00,5.7,7.6,347,75,205.5,262.29,146.94,1
1/1/2002 13:00,5.8,7.8,346,72,184.9,250.47,131.28,1
1/1/2002 14:00,5.7,7,343,72,155.9,245.9,106.8,1
1/1/2002 15:00,5.9,7.6,343,68,176.5,245.81,84.12,1
1/1/2002 16:00,5.1,5.8,334,71,44.9,241.41,18.31,1
1/1/2002 17:00,4.4,5.7,317,73,-0.1,253.54,-2.27,1
1/1/2002 18:00,4.4,5.7,298,75,-1.8,262.39,-2.73,1
1/1/2002 19:00,4.6,6.1,292,75,-1.8,257.19,-2.91,1
1/1/2002 20:00,4.8,6,312,69,-2,250.21,-3.22,1
1/1/2002 21:00,4.7,6.1,308,74,-2.2,250.56,-3.22,1
1/1/2002 22:00,5,5.9,337,73,-1.6,269.07,-2.54,1
1/1/2002 23:00,5.3,6.7,331,72,-1.7,275.19,-2.22,1
2/1/2002 0:00,5.6,6.5,286,74,-1.4,280.61,-2.12,1
2/1/2002 1:00,5.6,6,308,77,-1.2,288.99,-1.83,1
2/1/2002 2:00,6,6.5,281,73,-1.6,272.17,-2.32,1
2/1/2002 3:00,6.2,6.9,246,74,-1.1,303.89,-1.28,1
2/1/2002 4:00,6.5,6.5,243,75,-0.3,326.52,-0.48,1
2/1/2002 5:00,6.4,7,227,78,-0.5,315.01,-0.87,1
2/1/2002 6:00,6.4,6.8,232,81,-0.4,327.5,-0.51,1
2/1/2002 7:00,6.4,6.2,274,80,-0.3,333.29,-0.33,1
2/1/2002 8:00,6.6,6.6,270,83,-0.2,336.84,-0.2,1
2/1/2002 9:00,6.9,6.5,266,85,0.5,339.67,0.9,1
2/1/2002 10:00,7.1,6.8,242,88,2.9,341.18,2.94,1
2/1/2002 11:00,7,6.3,250,88,4,341.24,4.83,1
2/1/2002 12:00,6.6,6.2,229,93,15.5,341.74,15.75,1
2/1/2002 13:00,6.6,6.3,217,94,18.6,343.13,11.48,1
2/1/2002 14:00,6.9,6.6,210,95,15.1,344.79,10.49,1
2/1/2002 15:00,7.2,6.2,227,96,7.2,346.31,5.28,1
2/1/2002 16:00,7.4,6.1,231,96,2.9,347.14,1.76,1
2/1/2002 17:00,7.4,6,221,96,0.1,347.43,0.19,1
2/1/2002 18:00,7.5,6.7,208,96,-0.1,347.25,0.11,1
2/1/2002 19:00,7.5,6.2,226,96,-0.1,347.17,0.09,1
2/1/2002 20:00,7.6,6.3,224,95,0,347.58,0.11,1
2/1/2002 21:00,7.6,6.4,222,95,-0.1,347.6,0.12,1
2/1/2002 22:00,7.6,6.1,230,95,0,348.04,0.08,1
2/1/2002 23:00,7.6,5.8,225,96,-0.1,348.2,0.06,1
3/1/2002 0:00,7.5,6.6,229,96,-0.1,347.94,0.04,1
3/1/2002 1:00,7.5,6,221,96,0,348.04,0.06,1
3/1/2002 2:00,7.5,6.2,230,96,-0.1,348.19,0.06,1
3/1/2002 3:00,7.6,6.5,249,96,-0.1,348.56,0.05,1
3/1/2002 4:00,7.7,5.7,247,97,-0.1,349.02,0.03,1
3/1/2002 5:00,7.7,6,213,97,-0.1,348.82,0.04,1
3/1/2002 6:00,7.7,6.8,357,97,-0.1,347.91,0.08,1
3/1/2002 7:00,7.6,7.3,5,96,0,346.98,0.23,1
3/1/2002 8:00,7.6,6.9,311,95,-0.1,347.29,0.1,1
3/1/2002 9:00,7.5,6.8,331,96,1.1,348.04,1.69,1
3/1/2002 10:00,7.7,7.5,317,97,4.2,349.09,4.48,1
3/1/2002 11:00,8,6.7,315,96,9.2,349.79,9.29,1
3/1/2002 12:00,8.1,6.8,341,96,12.9,350.45,10.88,1
3/1/2002 13:00,8.2,6.5,333,96,15.8,351.19,12.84,1
3/1/2002 14:00,8.2,5.7,309,96,12,351.82,10.82,1
3/1/2002 15:00,8.3,6.4,357,96,11,352.09,7.79,1
3/1/2002 16:00,8.3,6.4,53,97,4,352.17,2.57,1
3/1/2002 17:00,8.4,6,9,97,0.2,352.96,0.14,1
3/1/2002 18:00,8.4,6.3,39,97,-0.1,353.48,-0.01,1
3/1/2002 19:00,8.6,5.5,344,97,-0.1,354.15,0.06,1
3/1/2002 20:00,8.6,6.3,305,97,-0.1,354.13,-0.01,1
3/1/2002 21:00,8.6,5.6,336,97,-0.1,354.41,-0.01,1
3/1/2002 22:00,8.7,5.5,118,98,-0.1,354.77,-0.01,1
3/1/2002 23:00,8.8,5.4,304,98,-0.1,355.41,-0.01,1
4/1/2002 0:00,8.8,6,3,98,-0.1,355.33,-0.01,1
4/1/2002 1:00,8.8,5.6,234,98,-0.1,355.51,0.01,1
4/1/2002 2:00,9,6,236,98,-0.1,356.03,0.01,1
4/1/2002 3:00,9,6.1,233,98,-0.1,356.34,-0.03,1
4/1/2002 4:00,9.1,6.7,235,98,-0.1,357.07,0.02,1
4/1/2002 5:00,9.1,6.2,205,98,-0.1,357.34,0.01,1
4/1/2002 6:00,9.2,6.3,117,98,-0.1,357.7,-0.03,1
4/1/2002 7:00,8.6,5.5,114,98,-0.2,351.42,-0.04,1
4/1/2002 8:00,8.2,4.8,177,98,-0.1,350.46,0.29,1
4/1/2002 9:00,8.5,4.4,181,98,3.9,351.4,5.47,1
4/1/2002 10:00,8.7,6.2,181,96,28.1,344.87,25.56,1
4/1/2002 11:00,8.9,6.2,172,94,64.5,327.05,53.36,1
4/1/2002 12:00,8.9,5.9,143,91,57.8,346.44,45.86,1
4/1/2002 13:00,8.9,5.2,162,89,47,348.69,40.45,1
4/1/2002 14:00,9.1,5.9,162,86,29.7,350.57,21.92,1
4/1/2002 15:00,9.1,5.9,162,90,21,352.54,13.65,1
4/1/2002 16:00,8.9,6.2,170,94,7.4,354.87,4.01,1
4/1/2002 17:00,9.1,6.4,175,95,0.1,356.02,0.11,1
4/1/2002 18:00,9.3,6,154,96,-0.1,357.59,0,1
4/1/2002 19:00,9.6,6.8,153,96,-0.1,358.79,0.06,1
4/1/2002 20:00,9.7,6,140,96,-0.1,359.75,0,1
4/1/2002 21:00,9.8,4.4,137,96,-0.1,359.84,-0.04,1
4/1/2002 22:00,8.2,3.4,150,93,-0.4,346.85,-0.44,1
4/1/2002 23:00,8,4.1,139,93,0.2,334.15,-1.16,1
5/1/2002 0:00,7.5,1.9,141,92,-1,305.27,-2.65,1
5/1/2002 1:00,6.9,1.2,146,92,-1.3,296.3,-3.16,1
5/1/2002 2:00,5.8,2,144,93,-0.8,299.23,-3.13,1
5/1/2002 3:00,6.4,1.6,143,91,-0.4,291.28,-2.79,1
5/1/2002 4:00,6,0.6,142,91,-1.5,282.96,-3.42,1
5/1/2002 5:00,5.2,1.3,147,93,-0.9,299.53,-3.15,1
5/1/2002 6:00,5.5,1,153,91,-1.6,282.46,-3.37,1
5/1/2002 7:00,5.1,0.7,137,93,-1.3,287.8,-4.19,1
5/1/2002 8:00,4.5,0.7,157,91,-2.1,291.57,-3.87,1
5/1/2002 9:00,4.4,1.5,143,93,2.1,302.44,2.41,1
5/1/2002 10:00,6.5,1.7,158,86,17.6,286.48,37.71,1
5/1/2002 11:00,6,0.9,150,90,163.7,257.19,120.12,1
5/1/2002 12:00,7.8,1,152,89,224.4,259.98,171.04,1
5/1/2002 13:00,8.6,1.2,145,88,243.6,262.22,180.71,1
5/1/2002 14:00,9.2,1.5,146,85,219.9,263.9,151.86,1
5/1/2002 15:00,9,2.2,150,88,155.2,264.59,90.74,1
5/1/2002 16:00,8.7,1.3,153,90,49.4,318.33,22.33,1
5/1/2002 17:00,7.8,1.5,151,93,0.6,324.37,-0.29,1
5/1/2002 18:00,6.8,1.2,143,95,-0.5,341.07,-0.25,1
5/1/2002 19:00,6.7,1.2,140,96,-0.3,342.66,-0.18,1
5/1/2002 20:00,6.1,0.2,132,97,-0.5,338.63,-0.49,1
5/1/2002 21:00,5.6,0.4,129,97,-0.1,338.51,-0.14,1
5/1/2002 22:00,4.9,0.5,129,97,-0.5,334.75,-0.35,1
5/1/2002 23:00,4.3,0.8,115,98,-0.3,333.68,-0.23,1
6/1/2002 0:00,4.3,1.4,87,98,-0.1,334.34,-0.14,1
6/1/2002 1:00,4.6,0.2,79,98,0.1,335.97,-0.1,1
6/1/2002 2:00,4.9,0.9,130,98,0,337.63,-0.04,1
6/1/2002 3:00,5.4,0.2,152,98,0.2,340.23,-0.01,1
6/1/2002 4:00,5.9,2,154,98,0,341.87,-0.06,1
6/1/2002 5:00,6.1,1,111,98,0,343.06,-0.01,1
6/1/2002 6:00,6.1,1.3,102,98,0,343.93,-0.01,1
6/1/2002 7:00,6.7,1.5,68,98,0.1,346.44,0.07,1
6/1/2002 8:00,7.2,2.8,82,98,0.1,349.34,0.14,1
6/1/2002 9:00,8.5,3.8,21,98,1.3,354.49,2.47,1
6/1/2002 10:00,8.4,4.1,54,98,12.9,354.44,12.42,1
6/1/2002 11:00,8.5,4.4,34,97,20.4,354.14,17.48,1
6/1/2002 12:00,8.6,4.2,18,96,35.6,351.52,33.97,1
6/1/2002 13:00,8.8,4.2,24,96,44.1,351.66,29.04,1
6/1/2002 14:00,8.8,4.2,93,95,26.1,351.07,21.65,1
6/1/2002 15:00,8.9,3.5,102,94,16.6,351.94,11.39,1
6/1/2002 16:00,8.9,3.5,107,95,6.5,352.22,4.32,1
6/1/2002 17:00,8.8,4.1,113,95,0.5,351.07,0.64,1
6/1/2002 18:00,8.7,3.8,76,94,-0.1,349.38,0.45,1
6/1/2002 19:00,8.6,3.1,70,93,-0.2,348.47,0.19,1
6/1/2002 20:00,8.6,5.2,37,94,-0.1,348.09,0.02,1
6/1/2002 21:00,8.6,5.1,40,95,-0.2,346.25,-0.28,1
6/1/2002 22:00,8.6,4.4,112,94,-0.2,347.03,-0.29,1
6/1/2002 23:00,8.6,4.6,155,90,-0.1,347.33,-0.26,1
7/1/2002 0:00,8.7,4,274,90,-0.1,347.04,-0.28,1
7/1/2002 1:00,8.7,3.9,341,91,-0.2,346.11,-0.32,1
7/1/2002 2:00,8.7,4.6,26,95,-0.3,345.85,-0.36,1
7/1/2002 3:00,8.6,4.9,23,93,-0.2,346.51,-0.33,1
7/1/2002 4:00,8.8,4.7,242,92,-0.1,347.46,-0.26,1
7/1/2002 5:00,8.9,4.2,95,92,-0.2,349.92,-0.19,1
7/1/2002 6:00,9,4.1,329,95,-0.2,352.6,-0.16,1
7/1/2002 7:00,9,4.8,311,95,-0.2,352.96,-0.12,1
7/1/2002 8:00,8.9,4.7,250,95,-0.2,350.87,-0.05,1
7/1/2002 9:00,8.7,3.5,27,94,1.7,350.92,2.62,1
7/1/2002 10:00,8.7,3.3,102,95,14,351.79,15.81,1
7/1/2002 11:00,8.8,3.8,120,95,39.3,350.36,33.8,1
7/1/2002 12:00,8.9,3.9,112,95,28.4,349.74,38.61,1
7/1/2002 13:00,8.9,4.5,101,92,59.7,347.19,39.69,1
7/1/2002 14:00,8.8,4.5,119,87,30.5,347.54,21.9,1
7/1/2002 15:00,8.6,3.4,135,89,18.5,347.13,12.02,1
7/1/2002 16:00,8.3,3,154,91,6.5,345.43,3.5,1
7/1/2002 17:00,8,3.6,116,90,0.3,343.3,-0.08,1
7/1/2002 18:00,7.9,3.3,99,87,-0.2,343.63,-0.26,1
7/1/2002 19:00,7.7,3,114,89,-0.3,343.2,-0.28,1
7/1/2002 20:00,7.4,3.2,71,89,-0.3,342.14,-0.32,1
7/1/2002 21:00,7.4,2.8,50,88,-0.2,341.1,-0.36,1
7/1/2002 22:00,7.3,1.2,54,89,-0.3,340.72,-0.47,1
7/1/2002 23:00,7.4,1.5,56,88,-0.2,340.85,-0.44,1
8/1/2002 0:00,7.6,2.4,116,86,-0.2,340.32,-0.57,1
8/1/2002 1:00,7.2,2.6,36,92,-0.6,339.73,-0.9,1
8/1/2002 2:00,6.8,1.6,40,93,-0.7,338.76,-1.48,1
8/1/2002 3:00,6.7,1.8,38,92,-0.7,336.45,-1.03,1
8/1/2002 4:00,6.5,0.6,36,92,-0.6,335.47,-1.28,1
8/1/2002 5:00,6.3,2,45,93,-0.7,333.84,-1.23,1
8/1/2002 6:00,6.1,0.7,59,93,-0.5,331.9,-0.68,1
8/1/2002 7:00,6,1.8,46,94,-0.3,332.06,-0.6,1
8/1/2002 8:00,6,2.1,53,95,-0.2,336.52,-0.25,1
8/1/2002 9:00,6,2,119,96,3.4,333.01,5.24,1
8/1/2002 10:00,6.1,1.6,49,96,28.2,330.73,27.8,1
8/1/2002 11:00,6.4,2.3,48,95,44.6,329.8,45.89,1
8/1/2002 12:00,6.8,2.2,87,92,52.6,336.61,46.74,1
8/1/2002 13:00,7.1,2.4,92,92,127.5,329.71,76.08,1
8/1/2002 14:00,7.2,2.6,80,89,29.2,337.35,16.27,1
8/1/2002 15:00,6.8,2.6,106,93,14.6,340.21,13.21,1
8/1/2002 16:00,6.2,1.9,111,94,12.8,336.08,7.81,1
8/1/2002 17:00,5.8,1.9,106,92,0.8,334.73,-0.08,1
8/1/2002 18:00,5.9,2.4,27,92,0.3,334.24,-0.19,1
8/1/2002 19:00,5.9,2.2,43,94,0.2,338.2,-0.2,1
8/1/2002 20:00,5.8,2.3,18,95,-0.3,339.14,-0.39,1
8/1/2002 21:00,5.1,2.8,29,96,-0.4,334.1,-0.41,1
8/1/2002 22:00,4.9,0.7,79,96,-0.5,333.67,-0.83,1
8/1/2002 23:00,4.7,1.3,63,95,-0.6,330.51,-1.12,1
9/1/2002 0:00,4.7,0.7,118,92,-0.2,325.21,-0.59,1
9/1/2002 1:00,4.6,1.2,125,90,0.2,319.44,-0.4,1
9/1/2002 2:00,4.3,2.2,233,90,-0.7,278.78,-1.85,1
9/1/2002 3:00,4,2,216,88,-1.1,258.5,-2.46,1
9/1/2002 4:00,3.9,2.6,262,86,0.5,297.8,-0.18,1
9/1/2002 5:00,4,1.9,201,83,-0.6,297.12,-0.67,1
9/1/2002 6:00,4,2.4,191,83,-1.4,260.93,-2.81,1
9/1/2002 7:00,3.2,1.6,227,85,-2.3,244.97,-4.21,1
9/1/2002 8:00,3.1,2.2,241,85,-2.5,244.63,-4.04,1
9/1/2002 9:00,2.9,1.9,233,87,4.6,242.31,7.65,1
9/1/2002 10:00,3.2,0.6,238,87,71.9,242.47,57.17,1
9/1/2002 11:00,4.5,1.9,218,81,158.7,249.05,129.65,1
9/1/2002 12:00,6.1,0.4,211,70,237.6,256.52,183.76,1
9/1/2002 13:00,5.7,0.9,199,72,181.4,252.21,155.2,1
9/1/2002 14:00,6.1,1,200,68,215.1,247.86,150.34,1
9/1/2002 15:00,5.7,1.4,203,71,154.5,260.27,90.03,1
9/1/2002 16:00,5.2,0.3,205,75,32.1,307.09,17.31,1
9/1/2002 17:00,4.4,0.1,206,81,0.9,295.97,-1.44,1
9/1/2002 18:00,4.3,0.3,203,80,-1.4,281.07,-3.21,1
9/1/2002 19:00,3.4,0.4,207,84,-1.3,263.34,-4.13,1
9/1/2002 20:00,3.4,0.8,208,84,-0.6,276.25,-3.22,1
9/1/2002 21:00,3.4,0.9,212,85,0.3,301.79,-1.45,1
9/1/2002 22:00,3.3,0.3,218,87,0.4,310.63,-1.07,1
9/1/2002 23:00,3.3,0.3,208,87,-0.3,304.37,-1.5,1
10/1/2002 0:00,3.1,0.1,217,90,-0.3,311.54,-1.07,1
10/1/2002 1:00,3.4,1.7,221,88,-0.2,311.89,-1.13,1
10/1/2002 2:00,3.1,0.7,226,88,-0.4,312.19,-1.03,1
10/1/2002 3:00,3.3,0.8,222,86,0.1,318.45,-0.85,1
10/1/2002 4:00,3.2,0.7,217,87,-0.2,318.93,-0.8,1
10/1/2002 5:00,3.2,1.2,213,87,-1.7,322.8,-2.76,1
10/1/2002 6:00,2.9,0.4,215,89,-1.4,321.08,-2.77,1
10/1/2002 7:00,2.8,0.3,218,89,-1.2,320.22,-2.47,1
10/1/2002 8:00,2.6,0.7,224,90,-0.9,319.32,-1.91,1
10/1/2002 9:00,2.4,0.2,220,91,2.6,319.07,4.64,1
10/1/2002 10:00,2.7,1,220,90,25.8,319.8,27.38,1
10/1/2002 11:00,3.5,2.5,222,86,62.2,316.09,59.33,1
10/1/2002 12:00,4.2,2.9,226,81,112.2,304.22,101.27,1
10/1/2002 13:00,4.8,2.6,225,74,115,285.2,117.81,1
10/1/2002 14:00,5,1.9,223,78,113,304.15,67.2,1
10/1/2002 15:00,4.8,2.1,223,86,48.8,316.15,34.72,1
10/1/2002 16:00,4.9,1.3,223,89,48.2,294.85,26.16,1
10/1/2002 17:00,4.3,1.7,226,92,2,296.65,-0.35,1
10/1/2002 18:00,4.3,2.1,229,94,0,323.57,-0.61,1
10/1/2002 19:00,4.6,1.9,226,93,-0.7,311.3,-1.18,1
10/1/2002 20:00,4.3,1.8,225,94,-1.1,301.4,-1.65,1
10/1/2002 21:00,4.3,1.6,226,95,-0.6,305.01,-1.42,1
10/1/2002 22:00,3.7,1.6,228,95,-1.9,273.77,-3.07,1
10/1/2002 23:00,3.5,2.1,261,96,-2,301.78,-2.38,1
11/1/2002 0:00,3.7,1.7,235,97,-0.2,322.67,-0.55,1
11/1/2002 1:00,4.1,1.3,241,96,-0.2,320.17,-1.31,1
11/1/2002 2:00,3.8,1.4,256,96,-0.7,324.09,-0.88,1
11/1/2002 3:00,4.9,2,278,96,0.3,336.3,-0.4,1
11/1/2002 4:00,5.8,3.5,284,96,0,335.54,-0.75,1
11/1/2002 5:00,6.6,4.4,279,96,-0.3,341.88,-0.61,1
11/1/2002 6:00,7.5,4.5,258,96,-0.1,343.81,-0.75,1
11/1/2002 7:00,7.9,5,260,95,-0.4,347.83,-0.49,1
11/1/2002 8:00,8,5.2,225,96,-0.1,351.79,0.06,1
11/1/2002 9:00,8.4,4.9,266,97,1.8,354.01,3.27,1
11/1/2002 10:00,8.7,4.1,282,97,6.8,355.95,8.4,1
11/1/2002 11:00,9.2,5.7,254,98,65.4,355.12,57.24,1
11/1/2002 12:00,9.8,4.6,202,98,40.6,361.21,37.68,1
11/1/2002 13:00,10.4,5.1,244,97,88,360.42,76.53,1
11/1/2002 14:00,10.5,5.7,243,96,38.5,362.74,25.46,1
11/1/2002 15:00,10.3,4.5,241,97,20.7,362.02,18.35,1
11/1/2002 16:00,10.3,4.2,240,96,9.5,358.42,9.74,1
11/1/2002 17:00,9.8,2.9,222,94,3.2,335.46,1.48,1
11/1/2002 18:00,9,5.2,202,93,-1.4,310.42,-1,1
11/1/2002 19:00,9.1,4.9,197,93,-0.2,347.73,0.33,1
11/1/2002 20:00,8.7,3.7,218,94,-0.2,350.41,0.34,1
11/1/2002 21:00,8.8,3.4,204,94,-0.1,350.17,0.2,1
11/1/2002 22:00,9.1,4.6,201,94,-0.2,353.02,0.14,1
11/1/2002 23:00,9.3,5.8,201,95,-0.2,353.64,-0.09,1
12/1/2002 0:00,9.4,5.9,194,95,-0.2,356.35,-0.23,1
12/1/2002 1:00,9.5,6.7,198,95,-0.2,355.95,-0.24,1
12/1/2002 2:00,9.5,7.3,204,95,-0.2,355.8,-0.28,1
12/1/2002 3:00,9.5,8.3,200,94,-0.2,355.73,-0.32,1
12/1/2002 4:00,9.5,6.8,186,94,-0.2,351.98,-0.39,1
12/1/2002 5:00,9.3,8.3,187,93,-0.4,349.4,-0.51,1
12/1/2002 6:00,9.4,7.5,180,92,-0.3,352.31,-0.36,1
12/1/2002 7:00,9.3,6.8,190,92,-0.2,351.81,-0.43,1
12/1/2002 8:00,9.5,9.1,198,90,-0.3,351.88,-0.37,1
12/1/2002 9:00,9.4,8.6,202,91,1.5,353,3.28,1
12/1/2002 10:00,9.5,9.1,198,90,21.2,352.7,21.14,1
12/1/2002 11:00,9.6,9.1,202,90,34.6,352.77,28.67,1
12/1/2002 12:00,9.7,10.4,201,90,37.9,353.4,24.08,1
12/1/2002 13:00,9.5,9.3,197,91,19.3,354.37,14.5,1
12/1/2002 14:00,9.4,10.1,201,92,12.7,354.92,9.13,1
12/1/2002 15:00,9.3,9.2,209,94,5.8,355.77,4.63,1
12/1/2002 16:00,9.4,9.2,203,95,2.8,356.87,2.11,1
12/1/2002 17:00,9.6,8.3,203,96,0.8,358.88,0.4,1
12/1/2002 18:00,10,7.2,201,96,0,360.7,0.1,1
12/1/2002 19:00,10.1,5.7,199,96,-0.1,360.31,0.21,1
12/1/2002 20:00,9.9,12.2,195,88,0.5,341.55,0.09,1
12/1/2002 21:00,9,7.2,197,88,-2.1,277.44,-3.14,1
12/1/2002 22:00,9,5.7,195,89,-1,329.22,-1.1,1
12/1/2002 23:00,9.2,5.5,199,90,-0.1,352.05,-0.16,1
13/1/2002 0:00,9.4,6.4,198,93,-0.1,354.43,0.05,1
13/1/2002 1:00,9.9,8.3,196,92,0.4,358.16,0.68,1
13/1/2002 2:00,9.9,7.3,196,96,0,360.12,0.13,1
13/1/2002 3:00,10.1,7.4,192,96,0,361.21,0.15,1
13/1/2002 4:00,10.2,5.8,183,96,-0.1,360.87,-0.07,1
13/1/2002 5:00,10.1,4.3,187,95,-0.3,348.68,-0.84,1
13/1/2002 6:00,9.9,3.7,195,95,-0.2,355.09,-0.23,1
13/1/2002 7:00,9.8,3.5,211,95,-0.1,352.21,-0.31,1
13/1/2002 8:00,9.5,3.5,209,96,0.1,344.93,-0.33,1
13/1/2002 9:00,8.7,3.8,200,95,3.3,321.34,5.31,1
13/1/2002 10:00,7.9,1.9,196,96,61.2,326.12,57.26,1
13/1/2002 11:00,9,2.6,202,94,123.1,324.79,112.75,1
13/1/2002 12:00,9.8,4.9,203,93,139.4,314.97,134.71,1
13/1/2002 13:00,10.6,3.9,198,90,171,308.39,135.13,1
13/1/2002 14:00,10.8,3.9,220,84,114.9,294.54,74.03,1
13/1/2002 15:00,10.1,3,203,81,109.8,277.99,79.82,1
13/1/2002 16:00,10.3,3.3,217,84,74.4,273.4,36.55,1
13/1/2002 17:00,9,2.3,215,89,2.4,278.79,-1.27,1
13/1/2002 18:00,8.2,4.1,229,94,-1.4,309.22,-2.14,1
13/1/2002 19:00,8.8,3.9,231,95,-0.8,340.45,-1.06,1
13/1/2002 20:00,9.1,5.8,239,95,-0.6,336.65,-0.89,1
13/1/2002 21:00,9.2,4.9,250,95,-0.4,340.82,-0.56,1
13/1/2002 22:00,9.2,5.5,239,94,-0.7,329.59,-0.95,1
13/1/2002 23:00,9.4,5.2,294,93,-0.4,323.77,-1.01,1
14/1/2002 0:00,9.6,8.7,280,94,-0.4,344.45,-0.42,1
14/1/2002 1:00,9.8,6.6,283,92,-0.2,346.1,-0.41,1
14/1/2002 2:00,9.9,8.3,287,94,-0.1,358.9,-0.06,1
14/1/2002 3:00,10,8.4,276,96,-0.1,360.91,0.08,1
14/1/2002 4:00,10.2,7.3,279,97,-0.1,362.31,0,1
14/1/2002 5:00,10.4,8.7,271,97,0,363.33,0.1,1
14/1/2002 6:00,10.5,7.3,254,97,-0.1,364.03,0.04,1
14/1/2002 7:00,10.9,6.9,216,97,-0.1,366.21,0.11,1
14/1/2002 8:00,11.4,6.9,127,97,0.1,365.75,0.53,1
14/1/2002 9:00,11.1,7.9,51,90,5.1,355.17,8.43,1
14/1/2002 10:00,10.9,5.8,81,92,36.4,321.81,46.93,1
14/1/2002 11:00,11.1,7.5,143,88,109.6,314.33,88.35,1
14/1/2002 12:00,11.1,8.2,179,89,122.5,336.22,98.31,1
14/1/2002 13:00,10.6,7,176,83,78.6,307.9,103.04,1
14/1/2002 14:00,11.2,7.7,189,75,345.2,325.47,255.26,1
14/1/2002 15:00,9.9,6.6,190,77,162.3,327.75,81.9,1
14/1/2002 16:00,8.2,4.4,193,81,29.7,292.39,18,1
14/1/2002 17:00,7.6,5.7,190,79,4.6,278.93,-1,1
14/1/2002 18:00,6.3,4.2,195,82,-2,253.79,-3.97,1
14/1/2002 19:00,4.7,2.1,187,86,-2.9,249.92,-4.25,1
14/1/2002 20:00,4,0.6,189,91,-2.7,254.92,-4.84,1
14/1/2002 21:00,3.4,2.1,180,91,-2.1,252.27,-5.01,1
14/1/2002 22:00,3.5,1.4,182,90,-2.9,248.14,-5.13,1
14/1/2002 23:00,2.9,1.8,174,92,-1.9,251.69,-5.17,1
15/1/2002 0:00,4.1,2.5,181,86,-3.1,254,-4.72,1
15/1/2002 1:00,3.6,3.2,177,90,-1.9,257.02,-3.61,1
15/1/2002 2:00,5.1,5.8,177,84,-1.5,301.66,-2.12,1
15/1/2002 3:00,5.8,5.5,181,87,-0.6,330.53,-0.47,1
15/1/2002 4:00,4.8,4.5,179,90,0.1,320.87,-0.22,1
15/1/2002 5:00,3.9,2.1,175,90,-1.5,290.39,-3.18,1
15/1/2002 6:00,3.9,6.1,179,87,-0.4,285.14,-1.79,1
15/1/2002 7:00,2.1,3.3,173,87,-1.6,244.51,-3.39,1
15/1/2002 8:00,2.4,3.1,192,87,-1.3,239.01,-2.72,1
15/1/2002 9:00,2.6,4.1,184,84,9.7,238.75,14.12,1
15/1/2002 10:00,3.3,3.5,177,81,93,241.1,73.34,1
15/1/2002 11:00,5,3.6,187,79,183.7,243.55,144.03,1
15/1/2002 12:00,5.9,4.2,190,74,255.6,248.58,193.45,1
15/1/2002 13:00,6,5.1,183,76,210.2,256.53,175.58,1
15/1/2002 14:00,6.4,5.5,183,74,262.1,259.52,159.07,1
15/1/2002 15:00,6.9,4.6,191,71,183.8,252.74,116.22,1
15/1/2002 16:00,6.4,4,206,73,60.5,251.39,31.27,1
15/1/2002 17:00,4.8,2.7,195,80,4.2,278.04,0.36,1
15/1/2002 18:00,5.1,2.5,195,81,-1.3,326.97,-2.91,1
15/1/2002 19:00,4.8,0.7,192,90,-0.8,328.95,-2.24,1
15/1/2002 20:00,4.9,2.4,210,91,-1.1,323.3,-2.28,1
15/1/2002 21:00,4.7,1.3,239,92,-0.6,328.35,-1.22,1
15/1/2002 22:00,4.9,1.2,290,92,-0.2,336.52,-0.69,1
15/1/2002 23:00,5.3,1.2,335,94,-0.2,336.86,-0.71,1
16/1/2002 0:00,5.9,1.6,332,95,0,338.3,-0.64,1
16/1/2002 1:00,5.9,1.4,325,96,-0.3,335.98,-0.95,1
16/1/2002 2:00,6,1.8,309,96,-0.8,337.15,-1.26,1
16/1/2002 3:00,6.6,1.4,319,95,-1.1,335.73,-1.91,1
16/1/2002 4:00,6.7,2.1,313,95,0.2,346.12,-0.3,1
16/1/2002 5:00,7.5,3.4,295,96,-0.1,349.38,-0.14,1
16/1/2002 6:00,7.8,3.1,238,96,-0.2,349.18,-0.51,1
16/1/2002 7:00,7.8,3.5,249,96,-0.3,349.55,-0.44,1
16/1/2002 8:00,8,5.5,248,96,-0.3,350.25,-0.09,1
16/1/2002 9:00,8.2,4.9,242,96,7.9,352.38,8.75,1
16/1/2002 10:00,8.5,5.2,228,95,18.7,354.2,20.39,1
16/1/2002 11:00,9.3,5.4,223,93,37,354.25,34.38,1
