Data,WindS,WindDir,RelHum,AirT,AirP,SWglobal,LWin
180.79,3.29,233.05,94.15,15.28,995.48,71.12,381.41
180.83,3.19,234,89.37,14.26,996.04,67.32,342.52
180.88,2.01,226.32,90.09,13.28,996.32,8.52,332.53
180.92,2.47,231.41,89.58,12.89,996.85,-0.5,360.85
180.96,1.15,247.99,90.72,12.38,996.79,-0.78,356.34
181,0.77,249.85,92.82,12.13,996.95,-0.81,354.75
181.04,1.09,234.29,94.15,11.96,996.92,-0.59,364.54
181.08,0.91,262.77,94.52,11.85,996.87,-0.67,363.55
181.13,1.07,275.06,94.58,10.78,996.91,-2.11,304.17
181.17,0.67,245.83,95,9.64,996.79,-1.4,314.01
181.21,1.57,248.08,95.8,9.59,996.98,20.16,332.89
181.25,1.95,250.91,96.29,10.02,997.42,118.85,312.57
181.29,2.21,232.88,96.27,10.69,997.89,206.47,322.41
181.33,2.44,229.44,94.15,11.73,998.57,191.04,337.56
181.38,2.9,234.31,90.37,12.81,998.91,443.7,336.93
181.42,3.78,241.58,84.22,13.84,999.35,322.81,355.66
181.46,3.36,235.94,79.54,14.82,999.3,599.29,345.42
181.5,3.09,238.1,74.74,15.93,999.72,564.51,356.11
181.54,2.5,233.25,70.25,16.69,999.9,602.97,356.65
181.58,3.37,203.05,68.05,17.88,1000.2,899.81,338.23
181.63,2.61,188.52,67.66,18.17,1000.2,641.94,359.69
181.67,3.81,184.08,72.11,17.93,1000.2,397.44,359.89
181.71,4.36,196.56,77.33,17.35,1000.1,434.05,334.54
181.75,3.87,208.64,80.17,15.95,1000.3,161.12,348.99
181.79,2.78,192.43,77.2,15.73,1000.2,195.88,310.36
181.83,2.73,213.35,83.51,14.66,1000.5,41.45,300.59
181.88,1.62,192.26,88.75,13.23,1000.5,2.69,293.53
181.92,1.11,218.63,93.09,11.89,1000.6,-1.18,320.74
181.96,1.9,211.57,94.77,12.34,1000.8,-0.9,348.29
182,1.94,186.46,95.8,11.8,1000.4,-1.49,332.71
182.04,2.21,180.32,96.31,11.53,999.78,-1.68,346.92
182.08,2.48,184.44,96.52,11.39,999.49,-1.47,352.07
182.13,2.19,180.39,96.56,12.24,999.14,-0.02,371.05
182.17,2.91,177.07,96.51,12.91,998.71,0.14,375.37
182.21,2.54,179.56,96.61,13.45,998.67,3.65,378.57
182.25,3.81,188.27,96.65,13.99,998.62,11.49,381.48
182.29,3.46,191.35,96.59,14.45,998.53,48.95,384.77
182.33,4.63,199.84,95.29,15.13,998.49,130.7,383.89
182.38,4.28,197.32,90.33,15.82,998.63,208.05,384.75
182.42,4.99,202.73,93.84,15.39,998.72,158.02,387.25
182.46,4.46,210.44,94.2,15.55,998.97,261.74,388.84
182.5,5.35,209.06,86.62,16.62,998.99,522.15,387.92
182.54,5.21,206.7,81.25,17.59,998.84,544.41,378.69
182.58,5.15,213.6,80.04,17.68,998.76,554.32,370.72
182.63,5.61,210.94,74.99,18.24,998.74,777.02,357.82
182.67,4.84,204.72,76.9,17.94,998.55,544.51,368.55
182.71,3.95,210.8,75.82,18,998.25,495.72,346.15
182.75,3.17,201.15,76.49,17.74,998.22,338.41,342.94
182.79,2.69,228.65,77.19,17.3,998.09,114.35,315.07
182.83,1.16,237.12,82.25,16.82,998.44,48.1,358.14
182.88,0.97,217.39,84.06,15.64,998.51,3.96,320.28
182.92,0.79,240.42,90.94,13.65,998.69,-2.3,304.57
182.96,0.64,260.53,92.86,12.49,998.89,-1.51,320.18
183,0.8,303.14,94.08,12.18,998.82,-0.25,335.43
183.04,1.12,243.28,93.69,11.64,998.6,-1.16,340.75
183.08,0.97,3.92,90.87,12.43,998.45,-0.89,343.17
183.13,1.63,18.57,90.78,12.33,998.01,-2.06,326.44
183.17,2.25,5.59,88.39,13.14,997.57,-2.73,328.27
183.21,3.06,26.76,92.59,12.21,997.38,22.95,326.91
183.25,2.8,17.33,96.02,12.68,998.04,35.64,356.96
183.29,3.21,11.66,96.38,13.26,998.17,193.18,326.85
183.33,3.66,20.8,93.22,14.09,998.67,240.02,349.21
183.38,3.21,30.23,90.74,14.87,998.55,358.78,340.97
183.42,3.45,14.47,85.6,16.34,998.34,666.96,341.22
183.46,2.25,30.67,79.06,17.33,998.16,539.67,350.87
183.5,1.91,44.55,71.38,18.76,998.19,826.88,347.7
183.54,1.78,63.49,65.6,19.88,998.02,761.57,354.49
183.58,1.53,38.61,63.39,20.53,997.69,688.44,374.48
183.63,1.94,14.4,60.6,20.65,997.34,388.79,379.13
183.67,2.14,13.23,61.08,21.35,997.31,564.33,381.52
183.71,1.8,27.67,63.71,21.07,997.25,195,397.69
183.75,2.38,18.12,66.7,20.72,997.17,112.3,400.37
183.79,3.12,9.26,71.99,20.08,997.21,144.51,377.19
183.83,3.35,356.58,78.06,18.94,997.21,38.77,363.78
183.88,3.25,7.64,80.66,18.07,997.37,6.2,375.2
183.92,3.35,352.02,83.24,17.24,997.93,-1.45,351.91
183.96,4.49,337.71,83.09,16.12,997.93,-0.89,354.46
184,4.48,346.7,85.76,15.44,997.65,-1.16,345.38
184.04,4.72,343.46,87.31,15.03,997.51,-0.77,352.27
184.08,4.79,345.8,88.78,14.56,997.05,-1.27,335.95
184.13,3.83,349.86,87.39,15.06,997.27,0.01,382.57
184.17,4.41,355.08,87.91,15.1,997.23,-0.25,377.82
184.21,4.16,4.55,89.08,14.78,997.31,7.54,373.12
184.25,4.03,353.5,90.07,14.57,997.45,66.26,359.13
184.29,3.51,13.98,90.5,14.76,997.57,92.29,371.16
184.33,3.97,12.93,91.43,14.97,998,176.53,369.93
184.38,3.94,12.24,91.94,15.54,998.1,279.48,369.07
184.42,3.73,8.96,89.93,16.28,998.04,350.23,379.83
184.46,3.73,14.75,88.07,17.06,998.34,469.89,389.4
184.5,4.05,31.2,81.62,18.46,997.91,482.33,381.6
184.54,3.63,28.98,81.01,18.63,997.98,298.85,395.73
184.58,3.26,43.89,80.61,18.56,997.84,265.51,391.98
184.63,3.8,45.61,77.48,19.47,997.54,359.91,387.16
184.67,3.55,38.28,76.24,19.7,997.31,419.2,381.84
184.71,2.74,38,77.35,19.62,997.24,182.46,394.56
184.75,1.78,38.34,80.25,19.13,997.37,59.36,393.54
184.79,1.56,44.32,89.24,17.82,997.48,36.73,393.07
184.83,1.5,36.88,91.33,17.43,997.39,26.69,389.48
184.88,1.61,3.66,91.25,17.24,997.3,3.25,390.83
184.92,2.82,351.53,91.18,17.25,997.04,-0.07,380.86
184.96,2.72,3.38,88.16,17.15,996.84,0.13,367.73
185,2.89,2.97,86,17.31,996.43,-1.01,360.5
185.04,3.31,8.94,87.71,16.92,995.97,-1.18,355.83
185.08,3.9,7.35,90.06,16.26,995.43,-0.7,366.89
185.13,3.79,358.03,92.27,15.74,994.88,-0.66,371.56
185.17,4.22,7.83,92.94,15.28,994.27,-0.67,370.33
185.21,4.26,6.63,90.76,15.42,993.86,6.57,374.24
185.25,3.3,23.86,89.43,15.49,993.91,19.4,375.81
185.29,4.26,9.64,92.22,14.99,993.92,45.82,378.37
185.33,3.72,23.43,92.06,15.19,994.26,54.36,380.86
185.38,3.68,10.07,93.55,15.13,994.15,75.25,381.17
185.42,2.78,15.69,92.25,15.67,993.93,146.8,385.1
185.46,2.52,12.12,92.55,15.92,993.67,210.27,383.25
185.5,3.36,19.41,91.83,16.67,993.72,372.62,383.25
185.54,3.55,14.61,87.59,17.83,993.63,452.97,379.97
185.58,3.86,15.51,87.84,18,993.28,305.6,388.43
185.63,4.32,7.59,87.26,18.29,993.19,529.15,378.66
185.67,3.69,14.89,84.96,18.88,993.1,338.6,387.34
185.71,3.52,12.24,83.89,18.66,992.92,236.22,385.39
185.75,3.17,7.07,84.37,18.6,992.73,108.15,390.68
185.79,3.77,11.99,85.52,18.35,992.74,105.93,346.16
185.83,3.49,9.8,88.01,17.74,992.91,25.81,386.42
185.88,3.46,3.08,89.41,17.23,993.14,3.08,389.15
185.92,3.41,354.91,90.34,16.57,993.29,-0.18,387.9
185.96,3.62,355.31,90.77,16.03,993.12,-1.06,360.89
186,4.71,345.45,91.63,15.3,993.04,-0.32,373.59
186.04,4.34,346.92,91.14,15.41,992.68,-0.12,381.4
186.08,4.6,352.82,90.77,15.41,992.71,-0.05,382.21
186.13,3.92,1.54,90.54,15.09,992.64,-0.18,382.87
186.17,4.43,344.91,90.39,14.65,992.49,-0.05,381.14
186.21,4.93,341.65,90.02,14.62,992.62,3.63,381.93
186.25,5.24,352.58,90.56,14.31,992.57,41.5,340.66
186.29,2.37,6.3,90.56,14.66,993.19,185.84,360.38
186.33,4.56,342.35,85.38,15.79,993.28,339.44,369.2
186.38,4.89,346.71,81.74,16.45,993.28,475.57,344.74
186.42,3.7,12.6,79.03,17.61,993.72,526.47,380.23
186.46,3.64,357.27,75.86,18.59,993.57,790.44,350.3
186.5,2.89,346.72,71.34,19.74,993.58,638.32,353.47
186.54,2.05,322.68,67.8,20.37,993.52,542.38,380.67
186.58,2.95,305.63,65.78,20.76,993.49,728.86,360.55
186.63,2.32,324.13,62.56,20.94,993.67,748.47,366.28
186.67,2.49,323.26,60.81,21.2,993.59,518.81,385.45
186.71,2.97,309.94,57.78,20.86,993.43,383.35,384.22
186.75,3.09,315.99,64.44,19.78,993.8,181.53,376.76
186.79,3.44,315.56,70.11,18.57,994.02,115.82,362.83
186.83,2.44,315.18,70.82,17.2,994.25,36.52,344.7
186.88,0.39,242.42,74.01,16.94,994.48,3.21,385.34
186.92,0.87,236.07,81.93,16.31,994.71,-0.43,386.31
186.96,1.23,267.22,83.64,15.16,994.45,-0.81,373.18
187,1.71,244.23,84.56,14.03,994.21,-0.55,366.41
187.04,1.41,261.43,89.06,14.03,994.35,-0.2,377.07
187.08,2.21,250.94,92.95,14.18,994.14,-0.47,368.35
187.13,2.75,257.69,92.83,14.21,993.93,-0.61,361.63
187.17,2.67,241.14,94.88,14.47,993.75,-0.32,382.34
187.21,2.33,235.32,96.23,14.49,993.64,4.24,383.47
187.25,2.6,217.29,96.58,14.68,993.49,15.65,384.72
187.29,3.09,232.1,96.75,15.06,993.68,59.71,386.41
187.33,3.47,234.77,96.81,15.53,993.7,111.25,388.73
187.38,3.69,242.62,95.91,15.77,993.71,137.01,389.79
187.42,3.91,239.62,94.1,16.24,993.71,248.04,392.4
187.46,2.77,244.52,93.81,16.33,993.94,261.06,392.97
187.5,3.22,256.41,84.74,16.86,993.78,155.05,385.87
187.54,5.56,240.68,75.48,18.7,993.38,449.59,376.24
187.58,5.7,246.77,77.28,18.04,993.36,416.04,381.79
187.63,3.42,264.63,85.25,16.31,993.42,84.91,385.67
187.67,3.58,261.44,83.53,16.54,993.22,170.75,380.91
187.71,5.46,262.19,76.59,16.75,993.08,274.06,361.87
187.75,4.23,257.66,78.55,16.1,993.28,98.53,375.21
187.79,4.89,249.73,82.05,15.42,993.46,69.88,377.11
187.83,3.77,262.71,87.02,14.66,993.34,86.8,350.42
187.88,3.01,290.2,85.71,14.11,994.05,4.73,345.83
187.92,2.09,280.83,85.5,13.18,994.49,-0.75,332.75
187.96,1.09,269.16,86.39,12.78,994.85,0.07,361.38
188,1.6,264.34,85.25,12.94,995.03,-0.54,355.22
188.04,1.05,223.89,88.24,12.67,994.96,-0.93,352.18
188.08,0.97,271.86,90.82,12.39,994.84,-0.28,361.13
188.13,0.93,279.07,89.07,12.41,994.81,-0.93,346.35
188.17,1.43,245.13,88.59,12.26,994.83,-0.02,358.5
188.21,2.02,246.02,90.71,11.68,995.01,6.89,352.48
188.25,1.82,212.06,92.37,11.63,995.17,64.13,345.46
188.29,2.09,249.61,87.77,12.41,995.14,230,288.04
188.33,3.92,251.59,80.11,13.55,995.28,254.88,353.07
188.38,2.02,272.99,76.84,14.01,995.38,478.89,314.45
188.42,3.49,257.47,68.78,15.06,995.27,422.24,349.76
188.46,3.7,266.74,73.67,14.76,995.28,423.83,349.72
188.5,4.58,269.05,58.33,16.58,995.05,858.88,348.02
188.54,3.96,276.19,60.96,16.27,994.89,453.69,360.7
188.58,4.44,267.1,58.16,16.92,994.98,831.17,345.6
188.63,4.21,272.05,63.93,15.98,994.9,452.59,345.64
188.67,3.69,274.6,63.82,15.84,995.01,391.4,367.12
188.71,3.25,286.68,65.85,15.89,994.91,339.65,361.66
188.75,2.67,277.05,65.84,15.12,994.86,178.8,350.04
188.79,3.01,252.38,70.24,14.25,994.77,126.15,305.31
188.83,2.21,274.99,71.76,13.15,994.91,44.83,312.36
188.88,1.48,264.92,80.44,12.33,995.08,3.5,346.3
188.92,2.5,251.79,79.58,11.97,995.5,-0.92,349.58
188.96,1.69,238.17,85.89,11.23,995.36,-1.41,326.28
189,0.89,259.3,89.03,10.11,995.02,-1.77,311.65
189.04,0.45,238.26,87.67,10.48,994.77,0.13,345.73
189.08,0.77,240.59,85.43,10.74,994.4,-0.88,330.58
189.13,0.37,266.18,89.25,10.37,994.06,-0.49,343.97
189.17,0.46,231.03,89.99,10.23,993.68,-0.77,333.85
189.21,0.72,197.02,89.02,10.26,993.32,8.8,335.85
189.25,1.14,174.34,88.75,10.71,992.86,33.14,350.59
189.29,2.96,211.1,86.41,11.48,992.3,125.29,338.15
189.33,3.89,210.48,83.13,12.15,992.04,148.15,349.68
189.38,3.98,204.87,82.09,12.47,991.38,96.76,362.43
189.42,3.37,218.94,89.39,11.86,990.65,75.97,362.93
189.46,4.32,203.1,89.51,12.49,989.54,91.33,362.53
189.5,6.52,196.95,89.12,12.52,987.89,109.56,368.84
189.54,6.58,199.79,94.16,12.06,986.7,76.32,370.31
189.58,7.95,190.95,93.9,12.41,985.2,63.58,370.47
189.63,8.47,205.29,92.07,12.29,984.25,90.57,367.29
189.67,8.88,204.81,94.83,12.87,982.71,131.02,374.9
189.71,9.52,210.21,94.85,13.24,980.74,71.99,375.73
189.75,7.76,215.85,95.61,13.88,979.77,62.68,379.73
189.79,7.09,216.83,95.54,14.42,979.14,43.48,381.9
189.83,6.15,227.19,95.97,14.6,978.79,20.42,383.19
189.88,6.37,227.39,96.06,14.73,978.66,4.87,382.79
189.92,7.73,232.1,93.12,14.04,978.38,1.16,368.45
189.96,6.38,233.49,93.77,13.72,978.52,0.67,371.84
190,5.29,235.98,93.97,13.58,978.73,0.39,375.46
190.04,5.4,234.08,93.2,13.55,978.72,0.73,374.87
190.08,4.34,234.71,93.52,13.12,978.77,0.41,370.66
190.13,4.4,236.23,91.19,13.26,978.77,0.8,370.81
190.17,5.26,235.53,91.47,13.07,978.84,-0.64,370.03
190.21,5.33,250.71,89.32,12.96,979.91,7.51,359.87
190.25,5.39,278.54,86.3,12.72,981,41.89,320.74
190.29,4.66,281.07,83.66,13.12,982.49,138.69,321.43
190.33,4.71,276.89,84.1,13.12,983.78,128.03,363.62
190.38,4.53,274.1,80.31,13.89,984.88,219.03,346
190.42,5.29,285.54,77.08,14.61,986.12,424.7,366.5
190.46,6,288.96,73.55,15.46,987.01,795.89,322.32
190.5,4.34,287.82,70.69,16.29,988.34,553.65,370.07
190.54,4.89,295.25,67.96,16.48,989.24,508.72,362.61
190.58,5.14,314.33,73.03,16.55,989.77,656.66,335.78
190.63,4.84,288.77,57.94,18.07,990.45,810.8,324.95
190.67,3.32,300.86,58.56,18.45,990.92,698.45,326.9
190.71,3.85,246.27,61.89,18.8,991.43,555.93,327.24
190.75,3.28,244.96,67.09,18.06,991.8,363.33,327.38
190.79,3.2,252.26,69.43,17.65,992.51,211.19,316.16
190.83,2.45,240.79,76.01,16.45,993.01,36.62,310.24
190.88,2.02,252.04,83.94,14.01,993.65,4.17,302.13
190.92,1.24,261.44,88.06,12.25,994.21,-2.28,295.81
190.96,1.63,281.97,89.86,12.26,994.36,-1.71,293.73
191,0.46,269.42,93.15,11.43,994.73,-1.68,308.27
191.04,0.87,228.52,94.78,11.45,994.78,0.29,365.62
191.08,1.32,247.7,94.68,12.41,994.76,0,368.45
191.13,1.56,207.28,91.08,13.08,994.64,-0.56,356.97
191.17,2.35,232.63,90.31,13.13,994.81,0.5,366.83
191.21,2.15,228.63,90.03,13.07,994.97,5.82,368.27
191.25,4.04,238.82,88.28,13.27,994.78,62.78,365.81
191.29,3.94,233.13,86.43,13.73,995.03,213.86,339.87
191.33,3.03,225.47,85.56,14.36,994.99,259.38,367.98
191.38,4.45,229.74,83.91,14.76,995.27,249.07,374.33
191.42,4.26,218.01,84.19,14.63,995.4,138.65,376.88
191.46,3.89,225.53,83.71,14.79,995.17,228.7,378.21
191.5,4.48,219.2,85.44,14.8,995.18,173.32,379.37
191.54,5.32,219.3,85.22,15.13,995.28,352.82,381.86
191.58,4.9,226.79,85.4,14.97,995.15,148.05,379.25
191.63,4.03,233.75,94.39,13.92,995.45,107.63,379.18
191.67,4.15,255.42,83.81,15.67,995.3,448.52,352.5
191.71,4.63,269.07,69.32,16.57,995.52,388.78,319.42
191.75,4.46,261.1,75.85,16.2,995.74,336.32,338.9
191.79,3.12,286.41,77.42,15.75,996.35,269.4,360.38
191.83,2.62,284.76,74.97,14.72,997.18,67.97,336.55
191.88,2.41,296.54,79.93,12.8,997.54,3.36,291.99
191.92,1.86,293.94,86.22,11.45,998.2,-1.73,285.69
191.96,1.99,242.26,87.01,10.94,999.07,-1.31,282.66
192,0.67,322.71,87.58,10.27,999.37,-2.02,279.78
192.04,0.28,258.55,89.35,8.6,999.56,-2.59,276.8
192.08,0.69,290.63,92,8.4,999.59,-1.39,290.3
192.13,0.64,11.11,92.98,8.85,999.94,-1.34,315.34
192.17,0.61,358.79,93.87,9.07,1000.1,0.05,340.28
192.21,0.63,246.05,92.56,9.52,1000.4,6.85,341.7
192.25,0.95,284.3,93.87,10.59,1000.9,91.54,343.17
192.29,1.19,242.07,94.21,11.4,1001.4,96.86,360.77
192.33,1.17,242.76,94.8,12.25,1002,255.45,338.37
192.38,1.98,272.01,76.3,14.39,1002.1,510.37,320.82
192.42,2.57,274.08,67.33,15.16,1002.4,313.56,368.08
192.46,2.36,286.49,67.06,15.65,1002.6,400.31,366.82
192.5,3.75,264.11,63.35,17.11,1002.9,628.4,355.73
192.54,4.35,236,66.58,17.15,1002.9,793.76,348.33
192.58,4.33,237.87,62.56,17.83,1002.8,582.23,365.84
192.63,3.73,251.69,68.92,17.71,1002.8,519.27,356.94
192.67,4.34,249.17,65.41,18.42,1002.7,606.46,333.16
192.71,3.58,245.78,67.34,18.1,1002.7,416.51,332.49
192.75,3.55,248.88,66.79,17.89,1003,367.93,326.63
192.79,3.6,245.04,73.85,16.41,1002.9,123.58,312.44
192.83,2.86,247.58,80.97,15.15,1003.1,43.83,311.77
192.88,3.16,242.35,88.48,13.56,1003.2,4.06,303.48
192.92,3.2,234.8,91.93,12.82,1003.6,-1.95,304.3
192.96,2.32,224.6,93.65,12.65,1003.4,-1.57,311.15
193,2.37,211.75,93.61,13.05,1003,-1.8,315.36
193.04,0.99,223.6,93.88,12.66,1002.8,-1.64,326.91
193.08,3.18,225.16,91.59,13.05,1002.2,-0.01,368.23
193.13,2.71,236,92.67,13.57,1002.2,-0.53,376.08
193.17,2.19,237.65,95.46,13.56,1001.8,-0.09,378.05
193.21,3.14,225.37,96.11,13.61,1001.7,5.55,378.6
193.25,2.53,227.9,96,13.76,1002,34.22,379.94
193.29,2.83,245.61,95.5,13.94,1002,41.68,380.53
193.33,1.85,249.93,95.29,14.21,1002.2,120.66,383.93
193.38,3.02,235.73,92.62,14.6,1002.2,128.49,381.51
193.42,2.96,227.01,94.09,14.79,1002,207.88,383.9
193.46,2.56,226.09,91.95,15.55,1001.9,144.76,385.69
193.5,3.16,259.83,87.23,16.25,1002.1,209.35,385.82
193.54,3.17,264.62,84.65,16.43,1002.1,143.71,388.09
193.58,2.75,270.54,89.78,15.79,1002.3,162.28,385.25
193.63,2.69,290.44,90.36,15.61,1002.5,71.51,386.58
193.67,4.02,317.03,88.69,15.42,1002.5,207.24,387.27
193.71,2.79,298.87,85.9,15.36,1002.6,291.51,376.1
193.75,3.39,312.53,70.39,16.87,1002.6,405.33,322.99
193.79,3.34,322.41,71.82,16.22,1003.2,234.06,318.09
193.83,2.17,313.64,74.6,15.01,1003.4,38.21,305.72
193.88,2.45,328.58,81.42,13.49,1003.9,4.37,299.54
193.92,2.22,339.36,84.76,12.58,1004.5,-2.35,293.01
193.96,0.82,46.16,88.96,11.38,1004.8,-2.6,285.45
194,1.66,352.38,89.17,11.19,1005.2,-2.14,282.9
194.04,1.17,353.22,87.71,10.82,1005.2,-2.7,278.31
194.08,1.11,336,88.14,10.02,1005.4,-2.21,275.38
194.13,0.64,122.74,88.72,9.05,1005.5,-2.58,275.87
194.17,2.73,1.44,85.87,9.79,1005.7,-2.46,273.6
194.21,0.63,144.45,87.52,9.08,1006.1,12.26,269.53
194.25,1.63,4.49,87.76,9.91,1006.4,106.26,268.84
194.29,3.28,17.25,85.68,10.93,1006.8,253.57,273.2
194.33,4.09,20.45,81.81,11.75,1007.3,419.28,277.86
194.38,4.11,23.61,75.56,12.76,1007.8,567.39,287.32
194.42,3.38,23.45,74.04,13.75,1008.2,689.49,302.37
194.46,2.79,31.33,66.53,15.12,1008.4,781.53,302.86
194.5,2.7,36.69,60.21,16.13,1008.7,864.71,308.56
194.54,2.34,32.94,55.47,17.43,1008.7,888.7,316.39
194.58,1.8,61.86,54.2,18.27,1008.6,872.96,323.17
194.63,1.96,11.96,50.83,19.01,1008.5,783.42,325.32
194.67,1.54,10.91,47.5,19.63,1008.3,641.17,328.7
194.71,1.6,70.16,52.97,19.47,1008.1,543.93,322.91
194.75,3.31,188.33,69.47,17.82,1008.3,387.33,319.76
194.79,2.76,191.74,73.2,16.57,1008.7,187.19,314.51
194.83,1.97,184.4,77.04,15.61,1008.8,42.43,306.06
194.88,1.26,156.92,81.8,13.34,1009.2,2.93,297.92
194.92,0.17,352.68,88.38,11.66,1009.6,-2.45,295.77
194.96,0.48,312.64,89.3,11.25,1009.6,-1.14,313.85
195,0.55,317.42,88.53,10.57,1009.7,-1.01,319.97
195.04,0.59,320.44,84.52,10.55,1009.7,-0.29,317.15
195.08,0.6,317.49,84.17,10.16,1009.7,-1.67,286.05
195.13,0.58,7.33,84.05,10.2,1009.6,-1.36,284.4
195.17,0.89,354.28,80.75,10.75,1009.4,-0.95,283.12
195.21,0.52,327.61,85.27,9.19,1009.4,14.11,281.99
195.25,1.75,34.73,80.29,11.34,1009.7,100.72,283.42
195.29,2.5,23.68,80.35,12.31,1009.4,244.8,282.57
195.33,2.15,65.05,74.04,13.88,1009.6,408.9,288.58
195.38,2.76,90.68,65,15.15,1009.6,572.89,295.93
195.42,2.92,100.4,67.38,15.93,1009.6,709.76,305.51
195.46,2.68,115.47,66.63,17.2,1009.5,804.46,315.83
195.5,2.95,122.59,67.41,18.09,1009.4,778.98,325.39
195.54,3.25,129.03,66.3,18.79,1009.4,887.54,334.52
195.58,3.23,137.82,66.38,18.94,1009.4,865.45,331.77
195.63,3.5,126.28,67.35,18.92,1009.4,743.89,331.47
195.67,3.53,136.11,68.83,18.8,1009.3,639.87,335.61
195.71,3.42,133.46,70.36,18.7,1009.2,525.73,335.36
195.75,2.9,151,73.6,17.98,1009.1,385.76,319.21
195.79,2.29,162.58,76.18,17.36,1009.1,208.7,313
195.83,1.41,157.54,77.61,16.24,1009.1,37.62,304.81
195.88,0.44,36.92,77.19,14.05,1009.3,1.39,297.82
195.92,0.86,338.98,74.9,13.76,1009.3,-0.33,293.94
195.96,0.43,341.86,80.59,11.97,1009.4,0.42,293.07
196,0.51,2.9,67.77,11.38,1009.4,1.18,294.45
196.04,1.17,351.39,58.58,13.46,1009.2,-0.42,294.49
196.08,0.73,347.64,67.08,12.07,1009,-2.44,289
196.13,0.58,14.82,73.81,11.28,1008.7,-0.22,289.21
196.17,1.56,7.5,66.64,13.36,1008.6,-1.7,291.78
196.21,2.22,18.69,65.79,13.06,1008.6,13.17,293.74
196.25,2.9,20.5,66.03,13.66,1008.9,87.94,293.68
196.29,3.04,24.53,68.35,14.64,1009,242.59,296.96
196.33,3.34,31.34,67.89,15.93,1008.8,401.04,302.75
196.38,2.37,62.43,61.2,17.17,1008.6,552.3,310.32
196.42,2.5,105.96,67.03,17.98,1008.8,682.41,323.47
196.46,2.5,111.95,66.35,19.04,1008.6,718.42,335.27
196.5,3.31,131.14,62.77,19.77,1008.5,823.21,341.37
196.54,2.77,120.14,60.29,20.24,1008.4,732.91,350.22
196.58,2.93,124.27,56.01,20.62,1008.4,876.35,342.73
196.63,2.49,133.55,55.66,20.94,1008.4,734.6,342.5
